名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
オドリドリ(ふらふらスタイル),836,537,最速,,93,0,159
オドリドリ(まいまいスタイル),837,538,最速,,93,0,159
ヒドイデ,846,545,最速,スカーフ,45,0,159
ドロバンコ,848,547,最速,スカーフ,45,0,159
ラランテス,853,552,最速,スカーフ,45,0,159
ジャラコ,882,567,最速,スカーフ,45,0,159
マメバッタ,1035,665,最速,スカーフ,45,0,159
ズピカ,1058,685,最速,スカーフ,45,0,159
ハラバリー,1059,686,最速,スカーフ,45,0,159
ベラカス,1074,701,最速,スカーフ,45,0,159
ディンルー,1128,752,最速,スカーフ,45,0,159
マグマッグ,258,185,最速,くだけるよろい,20,2,158
ハハコモリ,600,396,最速,,92,0,158
ワルビアル,614,406,最速,,92,0,158
カエンジシ,746,480,準速,,106,0,158
ハギギシリ,879,566,最速,,92,0,158
ザシアン(れきせんのゆうしゃ),994,627,無振,,138,0,158
ザマゼンタ(れきせんのゆうしゃ),996,629,無振,,138,0,158
ラブトロス(けしんフォルム),1019,649,準速,,106,0,158
エクスレッグ,1036,666,最速,,92,0,158
イキリンコ(グリーンフェザー),1048,678,最速,,92,0,158
テツノワダチ,1114,739,準速,,106,0,158
マシマシラ,1142,764,準速,,106,0,158
ストライク,152,98,準速,,105,0,157
エレブー,154,99,準速,,105,0,157
ヤミカラス,235,166,最速,,91,0,157
ムウマージ,477,318,準速,,105,0,157
ネオラント,505,339,最速,,91,0,157
ロトム(通常),527,357,最速,,91,0,157
ドレディア(ヒスイのすがた),608,401,準速,,105,0,157
ゾロアーク(原種),638,411,準速,,105,0,157
フリージオ,683,440,準速,,105,0,157
コジョンド,689,442,準速,,105,0,157
ランドロス(れいじゅうフォルム),718,462,最速,,91,0,157
ドラミドロ,771,492,最速,スカーフ,44,0,157
ウデッポウ,772,493,最速,スカーフ,44,0,157
カムカメ,936,585,最速,スカーフ,44,0,157
ザルード,1003,635,準速,,105,0,157
パーモット,1039,669,準速,,105,0,157
クエスパトラ,1076,703,準速,,105,0,157
ゼニガメ,6,6,最速,スカーフ,43,0,156
ピカチュウ,26,11,最速,,90,0,156
モルフォン,55,30,最速,,90,0,156
ディグダ(アローラのすがた),57,32,最速,,90,0,156
ニャース(原種),60,35,最速,,90,0,156
ウインディ(ヒスイのすがた),72,45,最速,,90,0,156
ニョロモ,73,46,最速,,90,0,156
ニョロゾ,74,47,最速,,90,0,156
ファイヤー(原種),180,119,最速,,90,0,156
ファイヤー(ガラルのすがた),181,120,最速,,90,0,156
ワニノコ,194,133,最速,スカーフ,43,0,156
オオタチ,198,137,最速,,90,0,156
ヤルキモノ,331,234,最速,,90,0,156
ザングース,378,261,最速,,90,0,156
カイオーガ,425,284,最速,,90,0,156
グラードン,426,285,最速,,90,0,156
ルカリオ,496,333,最速,,90,0,156
ポリゴンZ,522,352,最速,,90,0,156
ディアルガ(通常),536,366,最速,,90,0,156
ディアルガ(オリジンフォルム),537,367,最速,,90,0,156
ギラティナ(アナザーフォルム),542,371,最速,,90,0,156
ギラティナ(オリジンフォルム),543,372,最速,,90,0,156
ドレディア(原種),607,400,最速,,90,0,156
マフォクシー,732,469,準速,,104,0,156
フラエッテ,748,482,準速,スカーフ,52,0,156
メェークル,750,484,準速,スカーフ,52,0,156
ニャオニクス(オスのすがた),756,487,準速,,104,0,156
ニャオニクス(メスのすがた),757,488,準速,,104,0,156
フクスロー,815,516,準速,スカーフ,52,0,156
ニャヒート,819,520,最速,,90,0,156
クワガノン,831,532,最速,スカーフ,43,0,156
ケケンカニ,833,534,最速,スカーフ,43,0,156
ジメレオン,920,578,最速,,90,0,156
カマスジョー,950,597,無振,,136,0,156
ガチグマ(あかつき),1014,644,準速,スカーフ,52,0,156
アノホラグサ,1067,694,最速,,90,0,156
ブロロローム,1087,713,最速,,90,0,156
カラミンゴ,1094,720,最速,,90,0,156
アルクジラ,1095,721,最速,スカーフ,43,0,156
コノヨザル,1102,728,最速,,90,0,156
テツノツツミ,1115,740,無振,,136,0,156
テツノイサハ,1137,759,準速,,104,0,156
ビビヨン,744,478,最速,,89,0,155
ハバタクカミ,1111,736,無振,,135,0,155
パオジアン,1127,751,無振,,135,0,155
コライドン(かんぜんけい),1132,756,無振,,135,0,155
ミライドン(かんぜんけい),1134,757,無振,,135,0,155
スリープ,119,79,最速,スカーフ,42,0,154
サナギラス,288,205,準速,スカーフ,51,0,154
トロピウス,400,273,準速,スカーフ,51,0,154
フカマル,491,328,最速,スカーフ,42,0,154
ガブリアス,493,330,準速,,102,0,154
ドリュウズ,588,390,最速,,88,0,154
クルミル,598,394,最速,スカーフ,42,0,154
クルマユ,599,395,最速,スカーフ,42,0,154
フラベベ,747,481,最速,スカーフ,42,0,154
モクロー,814,515,最速,スカーフ,42,0,154
オニシズクモ,851,550,最速,スカーフ,42,0,154
ドロンチ,992,625,準速,,102,0,154
オラチフ,1062,689,準速,スカーフ,51,0,154
ラフレシア,51,28,準速,スカーフ,50,0,153
ベトベトン(原種),111,72,準速,スカーフ,50,0,153
ベトベトン(アローラのすがた),112,73,準速,スカーフ,50,0,153
ラッキー,141,95,準速,スカーフ,50,0,153
ミニリュウ,182,121,準速,スカーフ,50,0,153
ホーホー,199,138,準速,スカーフ,50,0,153
キレイハナ,218,150,準速,スカーフ,50,0,153
マリルリ,220,152,準速,スカーフ,50,0,153
ハネッコ,223,155,準速,スカーフ,50,0,153
ウリムー,260,187,準速,スカーフ,50,0,153
イノムー,261,188,準速,スカーフ,50,0,153
ドンファン,273,195,準速,スカーフ,50,0,153
ヨーギラス,287,204,最速,スカーフ,41,0,153
ヌマクロー,300,214,準速,スカーフ,50,0,153
ハスブレロ,314,219,準速,スカーフ,50,0,153
キルリア,324,227,準速,スカーフ,50,0,153
ハリテヤマ,340,237,準速,スカーフ,50,0,153
ヤミラミ,345,240,準速,スカーフ,50,0,153
チルット,376,259,準速,スカーフ,50,0,153
ユキワラシ,404,275,準速,スカーフ,50,0,153
タツベイ,414,278,準速,スカーフ,50,0,153
コモルー,415,279,準速,スカーフ,50,0,153
メタング,418,282,準速,スカーフ,50,0,153
ポッタイシ,440,294,準速,スカーフ,50,0,153
グレッグル,501,336,準速,スカーフ,50,0,153
シビルドン,672,431,準速,スカーフ,50,0,153
ツンベアー,682,439,準速,スカーフ,50,0,153
ボルトロス(れいじゅうフォルム),714,460,準速,,101,0,153
ランドロス(けしんフォルム),717,461,準速,,101,0,153
デデンネ,782,497,準速,,101,0,153
メレシー,783,498,準速,スカーフ,50,0,153
ディアンシー,810,512,準速,スカーフ,50,0,153
オシャマリ,822,523,準速,スカーフ,50,0,153
トロッゴン,941,588,準速,スカーフ,50,0,153
ヤバチャ,958,601,準速,スカーフ,50,0,153
ベロバー,963,606,準速,スカーフ,50,0,153
ニャイキング,967,609,準速,スカーフ,50,0,153
コオリッポ(アイスフェイス),979,617,準速,スカーフ,50,0,153
ガチグマ(通常),1013,643,準速,スカーフ,50,0,153
クワッス,1027,657,準速,スカーフ,50,0,153
カプサイジ,1071,698,準速,スカーフ,50,0,153
ドドゲザン,1107,732,準速,スカーフ,50,0,153
スナノケガワ,1113,738,準速,,101,0,153
テツノカイナ,1116,741,準速,スカーフ,50,0,153
テツノカイナ,1116,741,準速,クォークチャージ,50,1,153
チャデス,1139,761,準速,スカーフ,50,0,153
リザードン,5,5,準速,,100,0,152
キュウコン(原種),43,22,準速,,100,0,152
ドククラゲ,86,53,準速,,100,0,152
ビリリダマ(原種),123,81,準速,,100,0,152
ビリリダマ(ヒスイのすがた),124,82,準速,,100,0,152
サワムラー,133,88,最速,,87,0,152
ケンタロス(パルデアのすがた(コンバット)),158,102,準速,,100,0,152
ケンタロス(パルデアのすがた(ブレイズ)),159,103,準速,,100,0,152
ケンタロス(パルデアのすがた(ウォーター)),160,104,準速,,100,0,152
サンダー(原種),178,117,準速,,100,0,152
サンダー(ガラルのすがた),179,118,準速,,100,0,152
ミュウ,186,125,準速,,100,0,152
バクフーン(原種),192,131,準速,,100,0,152
ケッキング,332,235,準速,,100,0,152
フライゴン,373,256,準速,,100,0,152
ボーマンダ,416,280,準速,,100,0,152
ムクホーク,444,298,準速,,100,0,152
パルキア(通常),538,368,準速,,100,0,152
シェイミ(ランドフォルム),548,374,準速,,100,0,152
ウルガモス,707,456,準速,,100,0,152
キュワワー,863,558,準速,,100,0,152
リククラゲ,1069,696,準速,,100,0,152
イルカマン(マイティフォルム),1085,711,準速,,100,0,152
イダイナキバ,1108,733,最速,,87,0,152
セグレイブ,1122,747,最速,,87,0,152
イーユイ,1129,753,準速,,100,0,152
サンド(原種),29,14,最速,スカーフ,40,0,151
サンド(アローラのすがた),30,15,最速,スカーフ,40,0,151
クサイハナ,50,27,最速,スカーフ,40,0,151
マダツボミ,82,49,最速,スカーフ,40,0,151
シェルダー,113,74,最速,スカーフ,40,0,151
タマタマ,127,85,最速,スカーフ,40,0,151
サイドン,140,94,最速,スカーフ,40,0,151
ポリゴン,169,113,最速,スカーフ,40,0,151
アリアドス,204,141,最速,スカーフ,40,0,151
マリル,219,151,最速,スカーフ,40,0,151
フォレトス,243,172,最速,スカーフ,40,0,151
ヒメグマ,256,183,最速,スカーフ,40,0,151
ヒメグマ,256,183,最速,はやあし,40,1,151
ゴマゾウ,272,194,最速,スカーフ,40,0,151
ミズゴロウ,299,213,最速,スカーフ,40,0,151
ラルトス,323,226,最速,スカーフ,40,0,151
ゴクリン,359,247,最速,スカーフ,40,0,151
バクーダ,366,250,最速,スカーフ,40,0,151
ポッチャマ,439,293,最速,スカーフ,40,0,151
ビークイン,464,309,最速,スカーフ,40,0,151
ユキカブリ,507,340,最速,スカーフ,40,0,151
ドサイドン,512,344,最速,スカーフ,40,0,151
ダイノーズ,524,354,最速,スカーフ,40,0,151
ロトム(ヒート),528,358,最速,,86,0,151
ロトム(ウォッシュ),529,359,最速,,86,0,151
ロトム(フロスト),530,360,最速,,86,0,151
ロトム(スピン),531,361,最速,,86,0,151
ロトム(カット),532,362,最速,,86,0,151
ドテッコツ,591,392,最速,スカーフ,40,0,151
シビビール,671,430,最速,スカーフ,40,0,151
クマシュン,681,438,最速,スカーフ,40,0,151
クマシュン,681,438,最速,びびり,40,1,151
ヌメラ,784,499,最速,スカーフ,40,0,151
ヌメイル(ヒスイのすがた),786,501,最速,スカーフ,40,0,151
アシマリ,821,522,最速,スカーフ,40,0,151
エレズン,951,598,最速,スカーフ,40,0,151
エレズン,951,598,最速,びびり,40,1,151
テブリム,961,604,準速,スカーフ,49,0,151
ゾウドウ,984,621,最速,スカーフ,40,0,151
アチゲータ,1025,655,準速,スカーフ,49,0,151
キラフロル,1091,717,最速,,86,0,151
カミッチュ,1138,760,最速,スカーフ,40,0,151
キチキギス,1143,765,準速,,99,0,151
ゴルダック,66,39,最速,,85,0,150
シードラ,145,97,最速,,85,0,150
メタモン,164,108,準速,スカーフ,48,0,150
サンダース,167,111,無振,,130,0,150
フリーザー(原種),176,115,最速,,85,0,150
ミュウツー,185,124,無振,,130,0,150
エイパム,226,158,最速,,85,0,150
ムウマ,238,169,最速,,85,0,150
キリンリキ,241,170,最速,,85,0,150
グライガー,245,174,最速,,85,0,150
ハリーセン(原種),249,177,最速,,85,0,150
ハリーセン(ヒスイのすがた),250,178,最速,,85,0,150
ヘラクロス,253,180,最速,,85,0,150
キングドラ,271,193,最速,,85,0,150
オドシシ,275,197,最速,,85,0,150
キャモメ,321,224,最速,,85,0,150
バルビート,356,245,最速,,85,0,150
イルミーゼ,357,246,最速,,85,0,150
ブイゼル,466,311,最速,,85,0,150
トリトドン,471,314,最速,スカーフ,39,0,150
ドクロッグ,502,337,最速,,85,0,150
クレセリア,544,373,最速,,85,0,150
ダイケンキ(ヒスイのすがた),561,386,最速,,85,0,150
バスラオ(あかすじ),610,402,準速,,98,0,150
バスラオ(しろすじ),611,403,準速,,98,0,150
ズルッグ,624,407,準速,スカーフ,48,0,150
スワンナ,649,422,準速,,98,0,150
サザンドラ,705,454,準速,,98,0,150
ジャラランガ,884,569,最速,,85,0,150
ゴリランダー,915,573,最速,,85,0,150
ウッウ,948,595,最速,,85,0,150
ミブリム,960,603,最速,スカーフ,39,0,150
イエッサン(メスのすがた),982,619,最速,,85,0,150
ジュラルドン,990,623,最速,,85,0,150
ムゲンダイナ(通常),998,631,無振,,130,0,150
レイスポス,1007,639,無振,,130,0,150
バサギリ,1012,642,最速,,85,0,150
ハリーマン,1018,648,最速,,85,0,150
ウェーニバル,1029,659,最速,,85,0,150
パモット,1038,668,最速,,85,0,150
オリーヴァ,1047,677,最速,スカーフ,39,0,150
ソウブレイズ,1057,684,最速,,85,0,150
マフィティフ,1063,690,最速,,85,0,150
ラブカス,413,277,準速,,97,0,149
スカタンク,483,322,最速,,84,0,149
オノノクス,680,437,準速,,97,0,149
ゲコガシラ,734,471,準速,,97,0,149
ヒノヤコマ,740,474,最速,,84,0,149
アブリー,838,539,最速,,84,0,149
モルペコ,983,620,準速,,97,0,149
ウーラオス(いちげきのかた),1001,633,準速,,97,0,149
ウーラオス(れんげきのかた),1002,634,準速,,97,0,149
サーフゴー,1125,749,最速,,84,0,149
ブビィ,281,202,最速,,83,0,148
カバルドン,498,335,準速,スカーフ,47,0,148
ブーバーン,515,346,最速,,83,0,148
ジャノビー,553,378,最速,,83,0,148
モノズ,703,452,最速,スカーフ,38,0,148
メロエッタ(ステップフォルム),724,463,無振,,128,0,148
ハリマロン,727,464,最速,スカーフ,38,0,148
ボクレー,790,505,最速,スカーフ,38,0,148
クレベース(ヒスイのすがた),802,509,最速,スカーフ,38,0,148
ミミッキュ,878,565,準速,,96,0,148
ザマゼンタ(たてのおう),997,630,無振,,128,0,148
ニャローテ,1022,652,最速,,83,0,148
ブロロン,1086,712,準速,スカーフ,47,0,148
ディグダ(原種),56,31,準速,,95,0,147
オコリザル,68,41,準速,,95,0,147
ウインディ(原種),71,44,準速,,95,0,147
ゴースト,116,77,準速,,95,0,147
フリーザー(ガラルのすがた),177,116,準速,,95,0,147
バクフーン(ヒスイのすがた),193,132,準速,,95,0,147
ヤンヤンマ,229,161,準速,,95,0,147
ヘルガー,270,192,準速,,95,0,147
エレキッド,280,201,準速,,95,0,147
ジュプトル,294,208,準速,,95,0,147
プラスル,354,243,準速,,95,0,147
マイナン,355,244,準速,,95,0,147
レックウザ,427,286,準速,,95,0,147
パチリス,465,310,準速,,95,0,147
ガバイト,492,329,最速,,82,0,147
エレキブル,514,345,準速,,95,0,147
メガヤンマ,517,347,準速,,95,0,147
リーフィア,518,348,準速,,95,0,147
グライオン,520,350,準速,,95,0,147
ユクシー,533,363,準速,,95,0,147
シェイミ(スカイフォルム),549,375,無振,,127,0,147
メブキジカ,654,424,準速,,95,0,147
アゴジムシ,829,530,準速,スカーフ,46,0,147
ルガルガン(まよなかのすがた),842,543,最速,,82,0,147
スナヘビ,946,593,準速,スカーフ,46,0,147
イエッサン(オスのすがた),981,618,準速,,95,0,147
ドラメシヤ,991,624,最速,,82,0,147
ラブトロス(れいじゅうフォルム),1020,650,準速,スカーフ,46,0,147
バウッツェル,1044,674,準速,,95,0,147
ウミディグダ,1080,707,準速,,95,0,147
オトシドリ,1082,709,最速,,82,0,147
シャリタツ(のびたすがた),1101,725,最速,,82,0,147
シャリタツ(そったすがた),1099,726,最速,,82,0,147
