ID,全国,名前,フォルム,GEN,FID,RID,TID,IID,名前(フォルム),タイプ1,,タイプ2,,HP,攻撃,防御,特攻,特防,素早,合計,とくせい1,とくせい2,夢特性,重さ(kg),スプライト名,スプライトID,アイコンID,アイコン名
319,0276,スバメ,,3,00,00,00,,スバメ,ノーマル,normal,ひこう,flying,40,55,30,30,30,85,270,こんじょう,,きもったま,2.3,pm0279_00_00_00,1ar0YI8YTbja5EtBs-CAxnCt2AJQR2hMR,1AbejJICCLkej7YhH9eUYTVpc2907AgGz,Pokémon-Icon_276
320,0277,オオスバメ,,3,00,00,00,,オオスバメ,ノーマル,normal,ひこう,flying,60,85,60,75,50,125,455,こんじょう,,きもったま,19.8,pm0280_00_00_00,1WqGpQ2vpxnmmgJFHqFTLlhkhDpWtrjAU,1mj0PQeTEEcNSobf1gOysLSO8-KKOVNHy,Pokémon-Icon_277
321,0278,キャモメ,,3,00,00,00,,キャモメ,みず,water,ひこう,flying,40,30,30,55,30,85,270,するどいめ,うるおいボディ,あめうけざら,9.5,pm0281_00_00_00,16J4DIR7BChyBLegC2o4PHEFQf1FjWcpm,1dccq946EhzKri-3n_aoQZ3RsI54m497J,Pokémon-Icon_278
322,0279,ペリッパー,,3,00,00,00,,ペリッパー,みず,water,ひこう,flying,60,50,100,95,70,65,440,するどいめ,あめふらし,あめうけざら,28,pm0282_00_00_00,14JcHQYFR4LdA47-DG0Vo4y8_xAByO07k,1VI4DUheCh_8IKHtNUoxcx_pMJVcQ40uu,Pokémon-Icon_279
323,0280,ラルトス,,3,00,00,00,,ラルトス,エスパー,psychic,フェアリー,fairy,28,25,25,45,35,40,198,シンクロ,トレース,テレパシー,6.6,pm0283_00_00_00,1lE3nl0I6yQNW6TxWB6SDoCC6VQtEth3U,14nnib8x6pUwUJUaiJDFezdFecVgS2qoa,Pokémon-Icon_280
324,0281,キルリア,,3,00,00,00,,キルリア,エスパー,psychic,フェアリー,fairy,38,35,35,65,55,50,278,シンクロ,トレース,テレパシー,20.2,pm0284_00_00_00,1TlfcWKiKhUeNY5aUZ4loChmx_833ueP0,1xYxyGrVCl7d9ymk0cYnpHq4RMx7HYIiA,Pokémon-Icon_281
325,0282,サーナイト,,3,00,00,00,,サーナイト,エスパー,psychic,フェアリー,fairy,68,65,65,125,115,80,518,シンクロ,トレース,テレパシー,48.4,pm0285_00_00_00,1C-rknhfx9ZbEsKBq6ge_hb-Ur22Bc1mj,125X9pfF9FDs0WLDhfqsZvUh8leTRue0M,Pokémon-Icon_282
326,0283,アメタマ,,3,00,00,00,,アメタマ,むし,bug,みず,water,40,30,32,50,52,65,269,すいすい,,あめうけざら,1.7,pm0286_00_00_00,1SUa71iZLi-yHRTpkJVme3MaWYbji0513,1uHj0UkMod3m29PSlMQH1HR3lEirrmtkb,Pokémon-Icon_283
327,0284,アメモース,,3,00,00,00,,アメモース,むし,bug,ひこう,flying,70,60,62,100,82,80,454,いかく,,きんちょうかん,3.6,pm0287_00_00_00,1cxXDH8THaCJzDpEqzCsP7imm5JrPOSKT,14Ovw85EVlNyWrqL1C1T9wszo6YHVNylJ,Pokémon-Icon_284
328,0285,キノココ,,3,00,00,00,,キノココ,くさ,grass,なし,none,60,40,60,40,60,35,295,ほうし,ポイズンヒール,はやあし,4.5,pm0288_00_00_00,1Av4HM0pcmnIC5Xh0sKJMFRndOxTCUv0C,1bfbjmEbRESdQ7cHMCpi49G9005czM0IA,Pokémon-Icon_285
329,0286,キノガッサ,,3,00,00,00,,キノガッサ,くさ,grass,かくとう,fighting,60,130,80,60,60,70,460,ほうし,ポイズンヒール,テクニシャン,39.2,pm0289_00_00_00,1PpS-dbDsJI3n-ZTCUMSfm3TdJkEB2PdI,1KRgOy_Ro4CYa8Rdx20jRRWT7JlOX0FbT,Pokémon-Icon_286
330,0287,ナマケロ,,3,00,00,00,,ナマケロ,ノーマル,normal,なし,none,60,60,60,35,35,30,280,なまけ,,,24,pm0290_00_00_00,,16_nL4H_ZcsEyCpvX8T5rGKiJHJdDtCPP,Pokémon-Icon_287
331,0288,ヤルキモノ,,3,00,00,00,,ヤルキモノ,ノーマル,normal,なし,none,80,80,80,55,55,90,440,やるき,,,46.5,pm0291_00_00_00,,1TaeXan8DJuoZ5CwI9mJrCvddwlnQBiwO,Pokémon-Icon_288
332,0289,ケッキング,,3,00,00,00,,ケッキング,ノーマル,normal,なし,none,150,160,100,95,65,100,670,なまけ,,,130.5,pm0292_00_00_00,,1txwXVb6kUAAW9O_uiwl_4fOY4KlFdTvY,Pokémon-Icon_289
333,0290,ツチニン,,3,00,00,00,,ツチニン,むし,bug,じめん,ground,31,45,90,30,30,40,266,ふくがん,,にげあし,5.5,pm0293_00_00_00,,1_P9YHGOY2p71BpMw5HpRSGMlnE_hGqJ9,Pokémon-Icon_290
334,0291,テッカニン,,3,00,00,00,,テッカニン,むし,bug,ひこう,flying,61,90,45,50,50,160,456,かそく,,すりぬけ,12,pm0294_00_00_00,,1Hc2GLbPMsRlC0l2szxRT3eZYunzK94Oi,Pokémon-Icon_291
335,0292,ヌケニン,,3,00,00,00,,ヌケニン,むし,bug,ゴースト,ghost,1,90,45,30,30,40,236,ふしぎなまもり,,,1.2,pm0295_00_00_00,,1DQx99eAp5hJo77p36OumaZrwVJp2lJ1o,Pokémon-Icon_292
336,0293,ゴニョニョ,,3,00,00,00,,ゴニョニョ,ノーマル,normal,なし,none,64,51,23,51,23,28,240,ぼうおん,,びびり,16.3,pm0296_00_00_00,1yW_z8ZK_ZM74Clg3B6Z3EPUoCMQuKyIf,1GkBAuif__rY5zFQl4qEEyEvHjudLy8Nn,Pokémon-Icon_293
337,0294,ドゴーム,,3,00,00,00,,ドゴーム,ノーマル,normal,なし,none,84,71,43,71,43,48,360,ぼうおん,,きもったま,40.5,pm0297_00_00_00,13mcULvet76urOZqRmLFXnuv3YliJjjos,1DektFfNIOLjoQOQE_HXagzV9brISCwCw,Pokémon-Icon_294
338,0295,バクオング,,3,00,00,00,,バクオング,ノーマル,normal,なし,none,104,91,63,91,73,68,490,ぼうおん,,きもったま,84,pm0298_00_00_00,1-JegQRutFsWqIFYvVBNiAYYD8OHKJijg,1wzpnPBlaIWthLDyF2G9SI5HXQBKk22OJ,Pokémon-Icon_295
339,0296,マクノシタ,,3,00,00,00,,マクノシタ,かくとう,fighting,なし,none,72,60,30,20,30,25,237,あついしぼう,こんじょう,ちからずく,86.4,pm0299_00_00_00,,1r_sB8JRhICT0ktYWa7XIo_7Gec6e-bFp,Pokémon-Icon_296
340,0297,ハリテヤマ,,3,00,00,00,,ハリテヤマ,かくとう,fighting,なし,none,144,120,60,40,60,50,474,あついしぼう,こんじょう,ちからずく,253.8,pm0300_00_00_00,,1YLyT4EU9Od4NEqb6O6Gc9DLn2OTMnfJv,Pokémon-Icon_297
341,0298,ルリリ,,3,00,00,00,,ルリリ,ノーマル,normal,フェアリー,fairy,50,20,40,20,40,20,190,あついしぼう,ちからもち,そうしょく,2,pm0301_00_00_00,,1i-qj8iWp-sbvV55sR241Y6cjWPqOOgPA,Pokémon-Icon_298
342,0299,ノズパス,,3,00,00,00,,ノズパス,いわ,rock,なし,none,30,45,135,45,90,30,375,がんじょう,じりょく,すなのちから,97,pm0302_00_00_00,1L2zmSC0aAQB7Oej16ITgziBwHKBbzqN2,1scLceG2IUlQId0Mj1Gn29u0pxRcVtEf4,Pokémon-Icon_299
343,0300,エネコ,,3,00,00,00,,エネコ,ノーマル,normal,なし,none,50,45,45,35,35,50,260,メロメロボディ,ノーマルスキン,ミラクルスキン,11,pm0303_00_00_00,,1HeXJuJ1dJlZZpIK2r0xG7d2W2b5idkvN,Pokémon-Icon_300
344,0301,エネコロロ,,3,00,00,00,,エネコロロ,ノーマル,normal,なし,none,70,65,65,55,55,90,400,メロメロボディ,ノーマルスキン,ミラクルスキン,32.6,pm0304_00_00_00,,1dhoSMp8SVRdiGDONOMMirifJJ--lWvTp,Pokémon-Icon_301
345,0302,ヤミラミ,,3,00,00,00,,ヤミラミ,あく,dark,ゴースト,ghost,50,75,75,65,65,50,380,するどいめ,あとだし,いたずらごころ,11,pm0305_00_00_00,,1KlpDjyzQWAX0H50dGJSIoLzAoAvaY2-m,Pokémon-Icon_302
346,0303,クチート,,3,00,00,00,,クチート,はがね,steel,フェアリー,fairy,50,85,85,55,55,50,380,かいりきバサミ,いかく,ちからずく,11.5,pm0306_00_00_00,,1BEsRHIbWMeipi362bofFJr-dIwiEBAwu,Pokémon-Icon_303
347,0304,ココドラ,,3,00,00,00,,ココドラ,はがね,steel,いわ,rock,50,70,100,40,40,30,330,がんじょう,いしあたま,ヘヴィメタル,60,pm0307_00_00_00,1xK_drQDkgJZ7GfJCZjWlnYY3i3pT1aWQ,1uXtNACc8Kd0MZvRBjvfHmNfDRUP147Jf,Pokémon-Icon_304
348,0305,コドラ,,3,00,00,00,,コドラ,はがね,steel,いわ,rock,60,90,140,50,50,40,430,がんじょう,いしあたま,ヘヴィメタル,120,pm0308_00_00_00,1FTmcR8F4wm06F2TPGAsrvlayD2Fsg_Jc,18uLz0lG_4OBZ1KdpDuFnxE3AiyrPlYzc,Pokémon-Icon_305
349,0306,ボスゴドラ,,3,00,00,00,,ボスゴドラ,はがね,steel,いわ,rock,70,110,180,60,60,50,530,がんじょう,いしあたま,ヘヴィメタル,360,pm0309_00_00_00,,1XtLwMgABU-k29PvddeW-JT9cHrO4JEjz,Pokémon-Icon_306
350,0307,アサナン,,3,00,00,00,,アサナン,かくとう,fighting,エスパー,psychic,30,40,55,40,55,60,280,ヨガパワー,,テレパシー,11.2,pm0310_00_00_00,,1YE-RfqdJwjKNzQkppkolxVqVETenqlTB,Pokémon-Icon_307
351,0308,チャーレム,,3,00,00,00,,チャーレム,かくとう,fighting,エスパー,psychic,60,60,75,60,75,80,410,ヨガパワー,,テレパシー,31.5,pm0311_00_00_00,,1B9cDhnyHAtzfa-pGH3U1nuPW6p3czkqa,Pokémon-Icon_308
352,0309,ラクライ,,3,00,00,00,,ラクライ,でんき,electric,なし,none,40,45,40,65,40,65,295,せいでんき,ひらいしん,マイナス,15.2,pm0312_00_00_00,,1BAgYbnmwHotjc77UopKDdTkT5Z07dxIq,Pokémon-Icon_309
353,0310,ライボルト,,3,00,00,00,,ライボルト,でんき,electric,なし,none,70,75,60,105,60,105,475,せいでんき,ひらいしん,マイナス,40.2,pm0313_00_00_00,,1in5dGN2v0aYosmprHfNV3TVOD_Bw1-uh,Pokémon-Icon_310
354,0311,プラスル,,3,00,00,00,,プラスル,でんき,electric,なし,none,60,50,40,85,75,95,405,プラス,,ひらいしん,4.2,pm0314_00_00_00,,1BGxnxCKcWpIo0PStvWy8pVLHJMWb7RKp,Pokémon-Icon_311
355,0312,マイナン,,3,00,00,00,,マイナン,でんき,electric,なし,none,60,40,50,75,85,95,405,マイナス,,ちくでん,4.2,pm0315_00_00_00,,15S0uzhefz1t1LnIYh2f9xWPzSoXfd7-D,Pokémon-Icon_312
356,0313,バルビート,,3,00,00,00,,バルビート,むし,bug,なし,none,65,73,75,47,85,85,430,はっこう,むしのしらせ,いたずらごころ,17.7,pm0316_00_00_00,1xbM6RINyAy5TIYq9Z6tvOsjewI2IMHVQ,1VStj1wg972CHuVrNItnTq0CF5VQuNrq9,Pokémon-Icon_313
357,0314,イルミーゼ,,3,00,00,00,,イルミーゼ,むし,bug,なし,none,65,47,75,73,85,85,430,どんかん,いろめがね,いたずらごころ,17.7,pm0317_00_00_00,14Haz2OO082pRAkSYIr5XQrTuay-Lh5k0,1ibtx-BzWdU95LgqtbR7ud4g6q9S-uIIB,Pokémon-Icon_314
358,0315,ロゼリア,,3,00,00,00,,ロゼリア,くさ,grass,どく,poison,50,60,45,100,80,65,400,しぜんかいふく,どくのトゲ,リーフガード,2,pm0318_00_00_00,,150riM67L2oZzhCyyHd5_YXJneWU2ypbW,Pokémon-Icon_315
359,0316,ゴクリン,,3,00,00,00,,ゴクリン,どく,poison,なし,none,70,43,53,43,53,40,302,ヘドロえき,ねんちゃく,くいしんぼう,10.3,pm0319_00_00_00,,19t07UN3DWuQhOxFVag1cp4gLi_4WV_-e,Pokémon-Icon_316
360,0317,マルノーム,,3,00,00,00,,マルノーム,どく,poison,なし,none,100,73,83,73,83,55,467,ヘドロえき,ねんちゃく,くいしんぼう,80,pm0320_00_00_00,,1ZSMbENGJ-BIDJJuwljOR9f5GLlFUGhfr,Pokémon-Icon_317
361,0318,キバニア,,3,00,00,00,,キバニア,みず,water,あく,dark,45,90,20,65,20,65,305,さめはだ,,かそく,20.8,pm0321_00_00_00,,1XRgR5OdHXxyCSI6eGFB6N2HQ1smMj0FW,Pokémon-Icon_318
362,0319,サメハダー,,3,00,00,00,,サメハダー,みず,water,あく,dark,70,120,40,95,40,95,460,さめはだ,,かそく,88.8,pm0322_00_00_00,1yEr9ozNDYLwiVcOmajxUHRXWk961VHvv,10KeMDbGwOCiz6ettcl1ioyqRItwpDQlB,Pokémon-Icon_319
363,0320,ホエルコ,,3,00,00,00,,ホエルコ,みず,water,なし,none,130,70,35,70,35,60,400,みずのベール,どんかん,プレッシャー,130,pm0323_00_00_00,1WBLGrY2X3P9nDthiP2vUtCu7nHKn0c3q,1XwQ-bCE0pfWxU9Nr6sQmk4jpRDYqgplQ,Pokémon-Icon_320
364,0321,ホエルオー,,3,00,00,00,,ホエルオー,みず,water,なし,none,170,90,45,90,45,60,500,みずのベール,どんかん,プレッシャー,398,pm0324_00_00_00,1QHHuXKHAKBFzg-4wZQBpbPogYcWtfR0P,1CHahujZWTlo2nwaNQvZeDoR1kadkiknV,Pokémon-Icon_321
365,0322,ドンメル,,3,00,00,00,,ドンメル,ほのお,fire,じめん,ground,60,60,40,65,45,35,305,どんかん,たんじゅん,マイペース,24,pm0325_00_00_00,1DIiGEPhiEHTGWqXXC4MofZeVW0RcxpsA,1pbN7PXDeSutP3b5yoWtqnGz_Xz54QOTT,Pokémon-Icon_322
366,0323,バクーダ,,3,00,00,00,,バクーダ,ほのお,fire,じめん,ground,70,100,70,105,75,40,460,マグマのよろい,ハードロック,いかりのつぼ,220,pm0326_00_00_00,1o_VG9_vQ8lwdM8N878-_OWEsPwgSj5ZI,1darBinsRUtvxsF5ab3OubFtgdmgscIAq,Pokémon-Icon_323
367,0324,コータス,,3,00,00,00,,コータス,ほのお,fire,なし,none,70,85,140,85,70,20,470,しろいけむり,ひでり,シェルアーマー,80.4,pm0327_00_00_00,,13RXJQMkPVjsFqvnhpytEtqhuW4JZUfjJ,Pokémon-Icon_324
368,0325,バネブー,,3,00,00,00,,バネブー,エスパー,psychic,なし,none,60,25,35,70,80,60,330,あついしぼう,マイペース,くいしんぼう,30.6,pm0328_00_00_00,,1JsBd86ZOcxz29sGSMOZssD7ohz4xfr_o,Pokémon-Icon_325
369,0326,ブーピッグ,,3,00,00,00,,ブーピッグ,エスパー,psychic,なし,none,80,45,65,90,110,80,470,あついしぼう,マイペース,くいしんぼう,71.5,pm0329_00_00_00,,1H39jcnd-VbCwPsw8gHMOgZo2Z_0W01Eg,Pokémon-Icon_326
370,0327,パッチール,,3,00,00,00,,パッチール,ノーマル,normal,なし,none,60,60,60,60,60,60,360,マイペース,ちどりあし,あまのじゃく,5,pm0330_00_00_00,,1FPsSbKVxRYfVXFw644ZZBKnEvSyxoT6C,Pokémon-Icon_327
371,0328,ナックラー,,3,00,00,00,,ナックラー,じめん,ground,なし,none,45,100,45,45,45,10,290,かいりきバサミ,ありじごく,ちからずく,15,pm0331_00_00_00,1mfFD4Ry0d0eqYg0AXVFr4PmwFqU4KkUm,1QsHEoGpr-A5k5XpC006PKCiUx-gDFkWX,Pokémon-Icon_328
372,0329,ビブラーバ,,3,00,00,00,,ビブラーバ,じめん,ground,ドラゴン,dragon,50,70,50,50,50,70,340,ふゆう,,,15.3,pm0332_00_00_00,1q3f4ZneGpIzKH56jsxPu5Mk7h1pUPPjY,1MDn_-IiSXiVsU1fpMhkWoN_NOYlpYuO7,Pokémon-Icon_329
373,0330,フライゴン,,3,00,00,00,,フライゴン,じめん,ground,ドラゴン,dragon,80,100,80,80,80,100,520,ふゆう,,,82,pm0333_00_00_00,1n8Q2JBz-3tmlYX6pswSRJtAAUUNO0jG-,1AwZwKCzbge5PpmSME-fBTIYBWA5FMonE,Pokémon-Icon_330
374,0331,サボネア,,3,00,00,00,,サボネア,くさ,grass,なし,none,50,85,40,85,40,35,335,すながくれ,,ちょすい,51.3,pm0334_00_00_00,1ZnT_nf55vYW_ULDrC4WhyeK_mCOAlHbU,1e-ogIafSVR8UinSZAg61BWqpL8DIKdjA,Pokémon-Icon_331
375,0332,ノクタス,,3,00,00,00,,ノクタス,くさ,grass,あく,dark,70,115,60,115,60,55,475,すながくれ,,ちょすい,77.4,pm0335_00_00_00,1Bnz2b7LBfLkUCaJEanO0EX6zMttfjVmh,1_CJWrKqv_Z98hQQqyzEqoeWXvPXoGHVW,Pokémon-Icon_332
376,0333,チルット,,3,00,00,00,,チルット,ノーマル,normal,ひこう,flying,45,40,60,40,75,50,310,しぜんかいふく,,ノーてんき,1.2,pm0336_00_00_00,14KzcWJBwotUNHT7d_RU2Y8bcavZNhVkg,1f3vXmRLXpl7hGllO3fTF-r9cPWqy7_MT,Pokémon-Icon_333
377,0334,チルタリス,,3,00,00,00,,チルタリス,ドラゴン,dragon,ひこう,flying,75,70,90,70,105,80,490,しぜんかいふく,,ノーてんき,20.6,pm0337_00_00_00,,1CclXXzroRfucKPo_XiNcCT-V4WL1oejS,Pokémon-Icon_334
378,0335,ザングース,,3,00,00,00,,ザングース,ノーマル,normal,なし,none,73,115,60,60,60,90,458,めんえき,,どくぼうそう,40.3,pm0338_00_00_00,,1uOSGIWLt4SJYnkDjnDS5CHmq6KGDS_Be,Pokémon-Icon_335
379,0336,ハブネーク,,3,00,00,00,,ハブネーク,どく,poison,なし,none,73,100,60,100,60,65,458,だっぴ,,すりぬけ,52.5,pm0339_00_00_00,1d4HVEYNLtRxneO2AObLEBfVLgcoAMO2H,1nUc02dkMTKWaelp8FjpbhKqwVKMOUIpk,Pokémon-Icon_336
380,0337,ルナトーン,,3,00,00,00,,ルナトーン,いわ,rock,エスパー,psychic,90,55,65,95,85,70,460,ふゆう,,,168,pm0340_00_00_00,1KGHpjNNmtXdJqeK9ryuVJ3Wy3tEXw2Pr,18MA9wgXqazgu-aultL4AvVNL7vqqEP3O,Pokémon-Icon_337
381,0338,ソルロック,,3,00,00,00,,ソルロック,いわ,rock,エスパー,psychic,90,95,85,55,65,70,460,ふゆう,,,154,pm0341_00_00_00,,1pTUWJVoRNflQEHYvCN4H-8WEXL_8F_YI,Pokémon-Icon_338
382,0339,ドジョッチ,,3,00,00,00,,ドジョッチ,みず,water,じめん,ground,50,48,43,46,41,60,288,どんかん,きけんよち,うるおいボディ,1.9,pm0342_00_00_00,,1x4c04hjQ2wkaDjoTwrkhgyljSnBwiUV-,Pokémon-Icon_339
383,0340,ナマズン,,3,00,00,00,,ナマズン,みず,water,じめん,ground,110,78,73,76,71,60,468,どんかん,きけんよち,うるおいボディ,23.6,pm0343_00_00_00,,1zVNS8UPNVrt9so8KXD7xNVPCSZm50U2h,Pokémon-Icon_340
384,0341,ヘイガニ,,3,00,00,00,,ヘイガニ,みず,water,なし,none,43,80,65,50,35,35,308,かいりきバサミ,シェルアーマー,てきおうりょく,11.5,pm0344_00_00_00,,1YRMNJHoKIf1xxarfHah7b3o1MZCP6P8T,Pokémon-Icon_341
385,0342,シザリガー,,3,00,00,00,,シザリガー,みず,water,あく,dark,63,120,85,90,55,55,468,かいりきバサミ,シェルアーマー,てきおうりょく,32.8,pm0345_00_00_00,,1ExAHcvoG1snMsHZJnBXIeqwReBf46WOj,Pokémon-Icon_342
386,0343,ヤジロン,,3,00,00,00,,ヤジロン,じめん,ground,エスパー,psychic,40,40,55,40,70,55,300,ふゆう,,,21.5,pm0346_00_00_00,,1-xaxCOMaX1oG3KiHm4vJ1Pm7ImHu_Y3h,Pokémon-Icon_343
387,0344,ネンドール,,3,00,00,00,,ネンドール,じめん,ground,エスパー,psychic,60,70,105,70,120,75,500,ふゆう,,,108,pm0347_00_00_00,,180uZTasZFYXNKw9ELax4eck37WqHK58f,Pokémon-Icon_344
388,0345,リリーラ,,3,00,00,00,,リリーラ,いわ,rock,くさ,grass,66,41,77,61,87,23,355,きゅうばん,,よびみず,23.8,pm0348_00_00_00,,1DGHJYnheYHh43bXI6C0MSzCbNpaP2yvO,Pokémon-Icon_345
389,0346,ユレイドル,,3,00,00,00,,ユレイドル,いわ,rock,くさ,grass,86,81,97,81,107,43,495,きゅうばん,,よびみず,60.4,pm0349_00_00_00,,1FCrieeTl2wK_tPHggNrs2-Kwba4dSidk,Pokémon-Icon_346
390,0347,アノプス,,3,00,00,00,,アノプス,いわ,rock,むし,bug,45,95,50,40,50,75,355,カブトアーマー,,すいすい,12.5,pm0350_00_00_00,,1TqRPX4mvqFrHz5vp9ADCefBiWG49yyfq,Pokémon-Icon_347
391,0348,アーマルド,,3,00,00,00,,アーマルド,いわ,rock,むし,bug,75,125,100,70,80,45,495,カブトアーマー,,すいすい,68.2,pm0351_00_00_00,,188IpTxnkV0xIy1sHDQlrLT_3doNzbuS-,Pokémon-Icon_348
392,0349,ヒンバス,,3,00,00,00,,ヒンバス,みず,water,なし,none,20,15,20,10,55,80,200,すいすい,どんかん,てきおうりょく,7.4,pm0352_00_00_00,,1y1ZnCDByr-Pn1Nd3uMcl94XvE0CsZptM,Pokémon-Icon_349
393,0350,ミロカロス,,3,00,00,00,,ミロカロス,みず,water,なし,none,95,60,79,100,125,81,540,ふしぎなうろこ,かちき,メロメロボディ,162,pm0353_00_00_00,1RozMMXIe6uArY7jcD6P6LThvMJVniXvJ,14MVmuKK70HPMrrtVfSEHMauSj8o3QFkO,Pokémon-Icon_350
394,0351,ポワルン,,3,00,00,00,,ポワルン,ノーマル,normal,なし,none,70,70,70,70,70,70,420,てんきや,,,0.8,pm0354_00_00_00,11yhXILwZlR1HxjtuxjIyHvm3iHrKXG5P,1GNA3StK-Um516_SNg5U42cAckO9Coxo-,Pokémon-Icon_351
395,0352,カクレオン,,3,00,00,00,,カクレオン,ノーマル,normal,なし,none,60,90,70,60,120,40,440,へんしょく,,へんげんじざい,22,pm0355_00_00_00,,1Tlcg-u5yYp1mmyv2b_v00Ma0NNWlJhdh,Pokémon-Icon_352
396,0353,カゲボウズ,,3,00,00,00,,カゲボウズ,ゴースト,ghost,なし,none,44,75,35,63,33,45,295,ふみん,おみとおし,のろわれボディ,2.3,pm0356_00_00_00,,1Ph_R3cNAI0e0U538qBaX7psq5Gr11Cps,Pokémon-Icon_353
397,0354,ジュペッタ,,3,00,00,00,,ジュペッタ,ゴースト,ghost,なし,none,64,115,65,83,63,65,455,ふみん,おみとおし,のろわれボディ,12.5,pm0357_00_00_00,1E2WN4PUOyi_t8DgjERThAQFMW8fv5rtf,1gSfRH2-CjE37vzqNIzah3wZvCQBLqqX8,Pokémon-Icon_354
398,0355,ヨマワル,,3,00,00,00,,ヨマワル,ゴースト,ghost,なし,none,20,40,90,30,90,25,295,ふゆう,,おみとおし,15,pm0358_00_00_00,,1s1L9xiel07Pg3JdAcatVBUecuNxy08fi,Pokémon-Icon_355
399,0356,サマヨール,,3,00,00,00,,サマヨール,ゴースト,ghost,なし,none,40,70,130,60,130,25,455,プレッシャー,,おみとおし,30.6,pm0359_00_00_00,,1HxFb9IjWCYcdRZmSlPXxUp712mxbbNFj,Pokémon-Icon_356
400,0357,トロピウス,,3,00,00,00,,トロピウス,くさ,grass,ひこう,flying,99,68,83,72,87,51,460,ようりょくそ,サンパワー,しゅうかく,100,pm0360_00_00_00,,1ruCFQcoEjRoAGzjuSAdexI-N0IAy1heO,Pokémon-Icon_357
401,0358,チリーン,,3,00,00,00,,チリーン,エスパー,psychic,なし,none,75,50,80,95,90,65,455,ふゆう,,,1,pm0361_00_00_00,1QChuMKV3QeE-qp_icsYReXSBNzTsqS7z,1bHca6QlhJe_zToj_r7YCF8-YhJK9qL2R,Pokémon-Icon_358
402,0359,アブソル,,3,00,00,00,,アブソル,あく,dark,なし,none,65,130,60,75,60,75,465,プレッシャー,きょううん,せいぎのこころ,47,pm0362_00_00_00,1KguEqkIE1ZUXT22q2ll-W_TQbfz8dkA2,1EoavZzjwt4JRTqE-aqNxD_ypLeeGv6CU,Pokémon-Icon_359
403,0360,ソーナノ,,3,00,00,00,,ソーナノ,エスパー,psychic,なし,none,95,23,48,23,48,23,260,かげふみ,,テレパシー,14,pm0363_00_00_00,,1PKxIaMHrguo_6xSOgEo-A8z85v8WJ7z_,Pokémon-Icon_360
404,0361,ユキワラシ,,3,00,00,00,,ユキワラシ,こおり,ice,なし,none,50,50,50,50,50,50,300,せいしんりょく,アイスボディ,ムラっけ,16.8,pm0364_00_00_00,,17rd_jg97QnEOZhq5G3aVcdvgmULJTReU,Pokémon-Icon_361
405,0362,オニゴーリ,,3,00,00,00,,オニゴーリ,こおり,ice,なし,none,80,80,80,80,80,80,480,せいしんりょく,アイスボディ,ムラっけ,256.5,pm0365_00_00_00,,1-Si6CL7Z4_bNrgg4gGf9n9Hhk1DmaF3n,Pokémon-Icon_362
406,0363,タマザラシ,,3,00,00,00,,タマザラシ,こおり,ice,みず,water,70,40,50,55,50,25,290,あついしぼう,アイスボディ,どんかん,39.5,pm0366_00_00_00,,10WNy2N6gqlXRHG538HLUcDPgYwGsWCfm,Pokémon-Icon_363
407,0364,トドグラー,,3,00,00,00,,トドグラー,こおり,ice,みず,water,90,60,70,75,70,45,410,あついしぼう,アイスボディ,どんかん,87.6,pm0367_00_00_00,,1DgZ_T12xbFWzGJAYgR5Q1Dcboj2oFYwX,Pokémon-Icon_364
408,0365,トドゼルガ,,3,00,00,00,,トドゼルガ,こおり,ice,みず,water,110,80,90,95,90,65,530,あついしぼう,アイスボディ,どんかん,150.6,pm0368_00_00_00,,1FnYaFsGPGsjZximuzdHihltrm66e2kBy,Pokémon-Icon_365
409,0366,パールル,,3,00,00,00,,パールル,みず,water,なし,none,35,64,85,74,55,32,345,シェルアーマー,,びびり,52.5,pm0369_00_00_00,,1h30kUwR6ORNqSqLqSCzVELenqTNtJtqt,Pokémon-Icon_366
410,0367,ハンテール,,3,00,00,00,,ハンテール,みず,water,なし,none,55,104,105,94,75,52,485,すいすい,,みずのベール,27,pm0370_00_00_00,10pY9zqkMBRa-Ej49sOUHlc5t_pbDBwKI,1BbIZ80cxmCya3PQZVAYUznr85BMAvJ5r,Pokémon-Icon_367
411,0368,サクラビス,,3,00,00,00,,サクラビス,みず,water,なし,none,55,84,105,114,75,52,485,すいすい,,うるおいボディ,22.6,pm0371_00_00_00,14rGgj4vdw6DPUg_fFlzbNIdeA0LvuK29,1QJOZq0oE3343uABWGplD8Ak4Bblt53At,Pokémon-Icon_368
412,0369,ジーランス,,3,00,00,00,,ジーランス,みず,water,いわ,rock,100,90,130,45,65,55,485,すいすい,いしあたま,がんじょう,23.4,pm0372_00_00_00,1IT2DJp7Z_7WrE3eg1ececEw6pTyGEwEU,19JcHckrkMKgQj3oRJA2P14GADPuiZVC-,Pokémon-Icon_369
413,0370,ラブカス,,3,00,00,00,,ラブカス,みず,water,なし,none,43,30,55,40,65,97,330,すいすい,,うるおいボディ,8.7,pm0373_00_00_00,100VnBEnjeXv_6G-v7NJhK4vjvc2YVBR5,1j71Mp9WDZWzo2aWLgbee4Tbc_dgHcXFA,Pokémon-Icon_370
414,0371,タツベイ,,3,00,00,00,,タツベイ,ドラゴン,dragon,なし,none,45,75,60,40,30,50,300,いしあたま,,ちからずく,42.1,pm0374_00_00_00,,1Viuzng5Cot3cSEGncRDSy7zpzT2rq7ZP,Pokémon-Icon_371
