名前,ID,育て方,ブースト,種族値,ランク,実数値,D,C,B,A,ブイズ,DLC,碧の仮面,藍の円盤,キタカミプロローグ
ゴーゴート,751,準速,スカーフ,68,0,180,O,O,O,O,X,X,X,X,X
ルガルガン(まひるのすがた),841,最速,,112,0,180,O,O,O,O,X,X,X,X,O
ハカドッグ,1093,準速,スカーフ,68,0,180,O,O,O,O,X,X,X,X,X
メロエッタ(ステップフォルム),724,準速,,128,0,180,X,X,X,X,X,X,X,X,X
ザマゼンタ(たてのおう),996,準速,,128,0,180,X,X,X,X,X,X,X,X,X
ナゾノクサ,49,最速,ようりょくそ,30,2,180,X,X,X,X,X,O,O,X,X
マグカルゴ,259,最速,くだけるよろい,30,2,180,X,X,X,X,X,O,X,O,O
ハスボー,313,最速,すいすい,30,2,180,X,X,X,X,X,O,X,O,O
タネボー,316,最速,ようりょくそ,30,2,180,X,X,X,X,X,O,X,O,O
モグリュー,587,準速,スカーフ,68,0,180,X,X,X,X,X,O,X,X,X
ニャスパー,755,準速,スカーフ,68,0,180,X,X,X,X,X,O,O,X,X
トルネロス(けしんフォルム),711,最速,,111,0,179,O,X,X,X,X,X,X,X,X
ボルトロス(けしんフォルム),713,最速,,111,0,179,O,X,X,X,X,X,X,X,X
イッカネズミ(3びきかぞく),1041,最速,,111,0,179,O,O,O,O,X,X,X,X,O
サケブシッポ,1109,最速,,111,0,179,O,O,O,O,X,X,X,X,X
シェイミ(スカイフォルム),548,準速,,127,0,179,X,X,X,X,X,O,O,X,X
ライチュウ(原種),27,最速,,110,0,178,O,O,O,O,X,X,X,X,O
ライチュウ(アローラのすがた),28,最速,,110,0,178,O,X,X,X,X,X,X,X,O
ダグトリオ(アローラのすがた),59,最速,,110,0,178,O,X,X,X,X,X,X,X,X
ゲンガー,117,最速,,110,0,178,O,O,O,O,X,X,X,X,O
スリーパー,120,準速,スカーフ,67,0,178,O,O,O,O,X,X,X,X,X
ケンタロス(原種),157,最速,,110,0,178,O,O,O,O,X,X,X,X,X
ワタッコ,225,最速,,110,0,178,O,O,O,O,X,X,X,X,X
エーフィ,233,最速,,110,0,178,O,O,O,O,O,X,X,X,X
ユキメノコ,526,最速,,110,0,178,O,O,O,O,X,X,X,X,O
ゾロアーク(ヒスイのすがた),639,最速,,110,0,178,O,X,X,X,X,X,X,X,X
キバゴ,678,最速,スカーフ,57,0,178,O,O,O,O,X,X,X,X,X
オノンド,679,準速,スカーフ,67,0,178,O,O,O,O,X,X,X,X,X
ハリボーグ,728,最速,スカーフ,57,0,178,O,X,X,X,X,X,X,X,X
ファイアロー,741,準速,,126,0,178,O,O,O,O,X,X,X,X,X
ルガルガン(たそがれのすがた),843,最速,,110,0,178,O,O,O,O,X,X,X,X,O
ココガラ,924,最速,スカーフ,57,0,178,O,O,O,O,X,X,X,X,X
アーマーガア,926,準速,スカーフ,67,0,178,O,O,O,O,X,X,X,X,X
タギングル,1065,最速,,110,0,178,O,O,O,O,X,X,X,X,X
テツノドクガ,1118,最速,,110,0,178,O,O,O,O,X,X,X,X,X
ドードリオ,106,最速,,110,0,178,X,X,X,X,X,O,O,X,X
チョンチー,206,準速,スカーフ,67,0,178,X,X,X,X,X,O,X,X,X
ランターン,207,準速,スカーフ,67,0,178,X,X,X,X,X,O,X,X,X
オーガポン(みどりのめん),1144,最速,,110,0,178,O,X,X,X,X,O,X,X,O
オーガポン(いどのめん),1145,最速,,110,0,178,O,X,X,X,X,O,X,X,O
オーガポン(いどのめん),1145,最速,おもかげやどし,110,0,178,O,X,X,X,X,O,X,X,O
オーガポン(かまどのめん),1146,最速,,110,0,178,O,X,X,X,X,O,X,X,O
オーガポン(かまどのめん),1146,最速,おもかげやどし,110,0,178,O,X,X,X,X,O,X,X,O
オーガポン(いしずえのめん),1147,最速,,110,0,178,O,X,X,X,X,O,X,X,O
オーガポン(いしずえのめん),1147,最速,おもかげやどし,110,0,178,O,X,X,X,X,O,X,X,O
ケイコウオ,504,準速,スカーフ,66,0,177,O,O,O,O,X,X,X,X,X
マニューラ,509,準速,,125,0,177,O,O,O,O,X,X,X,X,O
サシカマス,949,準速,スカーフ,66,0,177,O,O,O,O,X,X,X,X,O
ラウドボーン,1026,準速,スカーフ,66,0,177,O,O,O,O,X,X,X,X,X
タイカイデン,1061,準速,,125,0,177,O,O,O,O,X,X,X,X,X
ウネルミナモ,1136,最速,,109,0,177,X,X,X,X,X,X,X,X,X
キュウコン(アローラのすがた),44,最速,,109,0,177,X,X,X,X,X,O,X,O,O
ドダイトス,435,最速,スカーフ,56,0,177,X,X,X,X,X,O,O,X,X
モンメン,604,準速,スカーフ,66,0,177,X,X,X,X,X,O,O,X,X
オーロット,791,最速,スカーフ,56,0,177,X,X,X,X,X,O,X,O,O
テツノコウベ,1117,最速,,108,0,176,O,O,O,O,X,X,X,X,X
ゴウカザル,438,最速,,108,0,176,X,X,X,X,X,O,O,X,X
デンチュラ,664,最速,,108,0,176,X,X,X,X,X,O,X,X,X
アブリボン,839,準速,,124,0,176,X,X,X,X,X,O,X,O,O
ヒトカゲ,3,準速,スカーフ,65,0,175,O,X,X,X,X,X,X,X,X
コダック,65,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
ガーディ(ヒスイのすがた),70,最速,スカーフ,55,0,175,O,X,X,X,X,X,X,X,O
イーブイ,165,最速,スカーフ,55,0,175,O,O,O,O,O,X,X,X,X
シャワーズ,166,準速,スカーフ,65,0,175,O,O,O,O,O,X,X,X,X
ブースター,168,準速,スカーフ,65,0,175,O,O,O,O,O,X,X,X,X
ヒノアラシ,190,準速,スカーフ,65,0,175,O,X,X,X,X,X,X,X,X
デンリュウ,217,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
ブラッキー,234,準速,スカーフ,65,0,175,O,O,O,O,O,X,X,X,X
ハッサム,251,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
リングマ,257,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
リングマ,257,最速,はやあし,55,1,175,O,O,O,O,X,X,X,X,X
デルビル,269,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,O
ハピナス,283,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
ペリッパー,322,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
アメタマ,326,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,O
マルノーム,360,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
ノクタス,375,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
ハブネーク,379,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
ジュペッタ,397,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
コロトック,448,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,O
グレイシア,519,準速,スカーフ,65,0,175,O,O,O,O,O,X,X,X,X
メグロコ,612,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
ゾロア(原種),636,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
ゴチミル,643,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
ゴチルゼル,644,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
ママンボウ,662,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
ウォーグル(ヒスイのすがた),698,準速,スカーフ,65,0,175,O,X,X,X,X,X,X,X,X
オンバット,803,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,O
オンバーン,804,準速,,123,0,175,O,O,O,O,X,X,X,X,O
ネッコアラ,875,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
サルノリ,913,準速,スカーフ,65,0,175,O,X,X,X,X,X,X,X,X
モスノウ,977,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
アヤシシ,1011,準速,スカーフ,65,0,175,O,X,X,X,X,X,X,X,O
ニャオハ,1021,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
マスカーニャ,1023,準速,,123,0,175,O,O,O,O,X,X,X,X,X
ウェルカモ,1028,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
パフュートン(オスのすがた),1031,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
パフュートン(メスのすがた),1032,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
パピモッチ,1043,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,X
ミミズズ,1089,準速,スカーフ,65,0,175,O,O,O,O,X,X,X,X,O
ノココッチ(ふたふしフォルム),1105,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,O
ノココッチ(ふたふしフォルム),1105,最速,びびり,55,1,175,O,O,O,O,X,X,X,X,O
アラブルタケ,1110,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
アラブルタケ,1110,最速,こだいかっせい,55,1,175,O,O,O,O,X,X,X,X,X
セビエ,1120,最速,スカーフ,55,0,175,O,O,O,O,X,X,X,X,X
マギアナ,904,準速,スカーフ,65,0,175,X,X,X,X,X,X,X,X,X
アーボ,24,最速,スカーフ,55,0,175,X,X,X,X,X,O,X,O,O
サンドパン(原種),31,準速,スカーフ,65,0,175,X,X,X,X,X,O,X,O,O
サンドパン(アローラのすがた),32,準速,スカーフ,65,0,175,X,X,X,X,X,O,X,O,O
ロコン(原種),41,準速,スカーフ,65,0,175,X,X,X,X,X,O,X,O,O
ロコン(アローラのすがた),42,準速,スカーフ,65,0,175,X,X,X,X,X,O,X,O,O
ウツドン,83,最速,スカーフ,55,0,175,X,X,X,X,X,O,X,O,O
ナッシー(原種),128,最速,スカーフ,55,0,175,X,X,X,X,X,O,O,X,X
ワカシャモ,297,最速,スカーフ,55,0,175,X,X,X,X,X,O,O,X,X
ワカシャモ,297,最速,かそく,55,1,175,X,X,X,X,X,O,O,X,X
シザリガー,385,最速,スカーフ,55,0,175,X,X,X,X,X,O,X,O,O
チリーン,401,準速,スカーフ,65,0,175,X,X,X,X,X,O,X,O,O
チャオブー,556,最速,スカーフ,55,0,175,X,X,X,X,X,O,O,X,X
エンブオー,557,準速,スカーフ,65,0,175,X,X,X,X,X,O,O,X,X
コアルヒー,648,最速,スカーフ,55,0,175,X,X,X,X,X,O,X,O,O
ランプラー,676,最速,スカーフ,55,0,175,X,X,X,X,X,O,X,O,O
コジョフー,688,準速,スカーフ,65,0,175,X,X,X,X,X,O,X,O,O
ゴルーグ,692,最速,スカーフ,55,0,175,X,X,X,X,X,O,O,X,X
ツツケラ,824,準速,スカーフ,65,0,175,X,X,X,X,X,O,O,X,X
ジャランゴ,883,準速,スカーフ,65,0,175,X,X,X,X,X,O,X,O,O
ブリガロン,729,準速,スカーフ,64,0,174,O,X,X,X,X,X,X,X,X
ゲッコウガ(通常),735,準速,,122,0,174,O,X,X,X,X,X,X,X,X
ヘイラッシャ,1098,準速,合体,35,2,174,O,O,O,O,X,X,X,X,X
マホイップ,973,準速,スカーフ,64,0,174,X,X,X,X,X,O,O,X,X
トルネロス(れいじゅうフォルム),712,準速,,121,0,173,O,X,X,X,X,X,X,X,X
カエンジシ,746,最速,,106,0,173,O,O,O,O,X,X,X,X,X
ラブトロス(けしんフォルム),1019,最速,,106,0,173,O,X,X,X,X,X,X,X,X
モトトカゲ,1088,準速,,121,0,173,O,O,O,O,X,X,X,X,X
テツノワダチ,1114,最速,,106,0,173,O,O,O,O,X,X,X,X,X
マシマシラ,1142,最速,,106,0,173,O,X,X,X,X,O,X,X,O
ダグトリオ(原種),58,準速,,120,0,172,O,O,O,O,X,X,X,X,X
ストライク,152,最速,,105,0,172,O,O,O,O,X,X,X,X,X
ムウマージ,477,最速,,105,0,172,O,O,O,O,X,X,X,X,X
ドレディア(ヒスイのすがた),608,最速,,105,0,172,O,X,X,X,X,X,X,X,O
ゾロアーク(原種),638,最速,,105,0,172,O,O,O,O,X,X,X,X,X
フリージオ,683,最速,,105,0,172,O,O,O,O,X,X,X,X,X
マケンカニ,832,準速,スカーフ,63,0,172,O,O,O,O,X,X,X,X,X
インテレオン,921,準速,,120,0,172,O,X,X,X,X,X,X,X,X
オオニューラ,1017,準速,,120,0,172,O,X,X,X,X,X,X,X,O
パーモット,1039,最速,,105,0,172,O,O,O,O,X,X,X,X,X
クエスパトラ,1076,最速,,105,0,172,O,O,O,O,X,X,X,X,X
ウミトリオ,1081,準速,,120,0,172,O,O,O,O,X,X,X,X,X
パルキア(オリジンフォルム),539,準速,,120,0,172,X,X,X,X,X,X,X,X,X
アルセウス,550,準速,,120,0,172,X,X,X,X,X,X,X,X,X
ザルード,1003,最速,,105,0,172,X,X,X,X,X,X,X,X,X
エレブー,154,最速,,105,0,172,X,X,X,X,X,O,X,X,X
ジュカイン,295,準速,,120,0,172,X,X,X,X,X,O,O,X,X
ツタージャ,552,準速,スカーフ,63,0,172,X,X,X,X,X,O,O,X,X
コジョンド,689,最速,,105,0,172,X,X,X,X,X,O,X,O,O
メテノ(コア),873,準速,,120,0,172,X,X,X,X,X,O,X,X,X
マフォクシー,732,最速,,104,0,171,O,X,X,X,X,X,X,X,X
ヤヤコマ,739,準速,スカーフ,62,0,171,O,O,O,O,X,X,X,X,X
フラエッテ,748,最速,スカーフ,52,0,171,O,O,O,O,X,X,X,X,X
メェークル,750,最速,スカーフ,52,0,171,O,O,O,O,X,X,X,X,X
フクスロー,815,最速,スカーフ,52,0,171,O,X,X,X,X,X,X,X,X
アママイコ,861,準速,スカーフ,62,0,171,O,O,O,O,X,X,X,X,X
エースバーン,918,準速,,119,0,171,O,X,X,X,X,X,X,X,X
セゴール,1121,準速,スカーフ,62,0,171,O,O,O,O,X,X,X,X,X
トドロクツキ,1130,準速,,119,0,171,O,O,O,O,X,X,X,X,X
テツノイサハ,1137,最速,,104,0,171,X,X,X,X,X,X,X,X,X
ニャオニクス(オスのすがた),756,最速,,104,0,171,X,X,X,X,X,O,O,X,X
ニャオニクス(メスのすがた),757,最速,,104,0,171,X,X,X,X,X,O,O,X,X
ガチグマ(あかつき),1014,最速,スカーフ,52,0,171,X,X,X,X,X,O,X,X,O
マルマイン(原種),125,無振,,150,0,170,O,O,O,O,X,X,X,X,X
マルマイン(ヒスイのすがた),126,無振,,150,0,170,O,X,X,X,X,X,X,X,X
ルチャブル,781,準速,,118,0,170,O,O,O,O,X,X,X,X,X
サナギラス,288,最速,スカーフ,51,0,169,O,O,O,O,X,X,X,X,X
バンギラス,289,準速,スカーフ,61,0,169,O,O,O,O,X,X,X,X,X
トロピウス,400,最速,スカーフ,51,0,169,O,O,O,O,X,X,X,X,X
ガブリアス,493,最速,,102,0,169,O,O,O,O,X,X,X,X,O
エンニュート,857,準速,,117,0,169,O,O,O,O,X,X,X,X,O
ドロンチ,992,最速,,102,0,169,O,O,O,O,X,X,X,X,X
オラチフ,1062,最速,スカーフ,51,0,169,O,O,O,O,X,X,X,X,X
ヒコザル,436,準速,スカーフ,61,0,169,X,X,X,X,X,O,O,X,X
ガーディ(原種),69,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
ベトベトン(原種),111,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ベトベトン(アローラのすがた),112,最速,スカーフ,50,0,168,O,X,X,X,X,X,X,X,X
ラッキー,141,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ミニリュウ,182,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ピチュー,208,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
マリルリ,220,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ハネッコ,223,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ドンファン,273,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
キルリア,324,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,O
ハリテヤマ,340,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ヤミラミ,345,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
アサナン,350,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
バネブー,368,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
チルット,376,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ドジョッチ,382,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
ナマズン,383,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
ユキワラシ,404,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,O
タツベイ,414,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
コモルー,415,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ムックル,442,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
ルクシオ,450,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
リオル,495,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
リオル,495,準速,ふくつのこころ,60,1,168,O,O,O,O,X,X,X,X,O
グレッグル,501,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ユキノオー,508,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
ジバコイル,510,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
フタチマル,559,準速,スカーフ,60,0,168,O,X,X,X,X,X,X,X,X
シビシラス,670,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
シビルドン,672,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,O
ツンベアー,682,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
コマタナ,693,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
ワシボン,696,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
メラルバ,706,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
ボルトロス(れいじゅうフォルム),714,最速,,101,0,168,O,X,X,X,X,X,X,X,X
ランドロス(けしんフォルム),717,最速,,101,0,168,O,X,X,X,X,X,X,X,X
フォッコ,730,準速,スカーフ,60,0,168,O,X,X,X,X,X,X,X,X
ニンフィア,780,準速,スカーフ,60,0,168,O,O,O,O,O,X,X,X,X
デデンネ,782,最速,,101,0,168,O,O,O,O,X,X,X,X,X
メレシー,783,最速,スカーフ,50,0,168,O,X,X,X,X,X,X,X,O
ヌメイル(原種),785,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
ヌメルゴン(ヒスイのすがた),788,準速,スカーフ,60,0,168,O,X,X,X,X,X,X,X,X
ジュナイパー(ヒスイのすがた),817,準速,スカーフ,60,0,168,O,X,X,X,X,X,X,X,X
イワンコ,840,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
イワンコ,840,準速,ふくつのこころ,60,1,168,O,O,O,O,X,X,X,X,O
ヤレユータン,864,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
トロッゴン,941,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ヤバチャ,958,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ベロバー,963,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,O
オーロンゲ,965,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
ニャイキング,967,最速,スカーフ,50,0,168,O,X,X,X,X,X,X,X,X
コオリッポ(アイスフェイス),979,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
ガチグマ(通常),1013,最速,スカーフ,50,0,168,O,X,X,X,X,X,X,X,X
クワッス,1027,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
パモ,1037,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
アノクサ,1066,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
カプサイジ,1071,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
キラーメ,1090,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,O
リキキリン,1104,準速,スカーフ,60,0,168,O,O,O,O,X,X,X,X,X
ドドゲザン,1107,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,O
スナノケガワ,1113,最速,,101,0,168,O,O,O,O,X,X,X,X,X
テツノカイナ,1116,最速,スカーフ,50,0,168,O,O,O,O,X,X,X,X,X
テツノカイナ,1116,最速,クォークチャージ,50,1,168,O,O,O,O,X,X,X,X,X
テツノブジン,1131,準速,,116,0,168,O,O,O,O,X,X,X,X,X
ディアンシー,810,最速,スカーフ,50,0,168,X,X,X,X,X,X,X,X,X
ザシアン(けんのおう),994,無振,,148,0,168,X,X,X,X,X,X,X,X,X
フシギソウ,1,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
ピクシー,40,準速,スカーフ,60,0,168,X,X,X,X,X,O,X,O,O
ラフレシア,51,最速,スカーフ,50,0,168,X,X,X,X,X,O,O,X,X
マタドガス(原種),137,準速,スカーフ,60,0,168,X,X,X,X,X,O,X,O,O
マタドガス(ガラルのすがた),138,準速,スカーフ,60,0,168,X,X,X,X,X,O,X,O,O
タッツー,144,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
ラプラス,163,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
ベイリーフ,188,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
ホーホー,199,最速,スカーフ,50,0,168,X,X,X,X,X,O,X,O,O
キレイハナ,218,最速,スカーフ,50,0,168,X,X,X,X,X,O,O,X,X
ウリムー,260,最速,スカーフ,50,0,168,X,X,X,X,X,O,X,O,O
イノムー,261,最速,スカーフ,50,0,168,X,X,X,X,X,O,X,O,O
ポリゴン2,274,準速,スカーフ,60,0,168,X,X,X,X,X,O,X,X,X
ヌマクロー,300,最速,スカーフ,50,0,168,X,X,X,X,X,O,O,X,X
ラグラージ,301,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
ハスブレロ,314,最速,スカーフ,50,0,168,X,X,X,X,X,O,X,O,O
コノハナ,317,準速,スカーフ,60,0,168,X,X,X,X,X,O,X,O,O
メタング,418,最速,スカーフ,50,0,168,X,X,X,X,X,O,O,X,X
ポッタイシ,440,最速,スカーフ,50,0,168,X,X,X,X,X,O,O,X,X
エンペルト,441,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
ゼブライカ,581,準速,,116,0,168,X,X,X,X,X,O,O,X,X
エルフーン,605,準速,,116,0,168,X,X,X,X,X,O,O,X,X
バルチャイ,699,準速,スカーフ,60,0,168,X,X,X,X,X,O,X,O,O
ガオガエン,820,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
オシャマリ,822,最速,スカーフ,50,0,168,X,X,X,X,X,O,O,X,X
アシレーヌ,823,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
ドデカバシ,826,準速,スカーフ,60,0,168,X,X,X,X,X,O,O,X,X
チャデス,1139,最速,スカーフ,50,0,168,O,X,X,X,X,O,X,O,O
リザードン,5,最速,,100,0,167,O,X,X,X,X,X,X,X,X
ペルシアン(原種),63,準速,,115,0,167,O,O,O,O,X,X,X,X,X
ペルシアン(アローラのすがた),64,準速,,115,0,167,O,X,X,X,X,X,X,X,X
ビリリダマ(原種),123,最速,,100,0,167,O,O,O,O,X,X,X,X,X
ビリリダマ(ヒスイのすがた),124,最速,,100,0,167,O,X,X,X,X,X,X,X,X
ケンタロス(パルデアのすがた単),158,最速,,100,0,167,O,O,O,O,X,X,X,X,X
ケンタロス(パルデアのすがた炎),159,最速,,100,0,167,O,O,O,O,X,X,X,X,X
ケンタロス(パルデアのすがた水),160,最速,,100,0,167,O,O,O,O,X,X,X,X,X
サンダー(ガラルのすがた),179,最速,,100,0,167,O,X,X,X,X,X,X,X,X
サンダー(原種),178,最速,,100,0,167,O,X,X,X,X,X,X,X,X
バクフーン(原種),192,最速,,100,0,167,O,X,X,X,X,X,X,X,X
ニューラ(原種),254,準速,,115,0,167,O,O,O,O,X,X,X,X,O
ニューラ(ヒスイのすがた),255,準速,,115,0,167,O,X,X,X,X,X,X,X,O
ケッキング,332,最速,,100,0,167,O,O,O,O,X,X,X,X,X
ボーマンダ,416,最速,,100,0,167,O,O,O,O,X,X,X,X,X
ムクホーク,444,最速,,100,0,167,O,O,O,O,X,X,X,X,O
フローゼル,467,準速,,115,0,167,O,O,O,O,X,X,X,X,X
アグノム,535,準速,,115,0,167,O,X,X,X,X,X,X,X,X
ウルガモス,707,最速,,100,0,167,O,O,O,O,X,X,X,X,X
リククラゲ,1069,最速,,100,0,167,O,O,O,O,X,X,X,X,O
イルカマン(ナイーブフォルム),1084,最速,,100,0,167,O,O,O,O,X,X,X,X,X
イルカマン(マイティフォルム),1085,最速,,100,0,167,O,O,O,O,X,X,X,X,X
イーユイ,1129,最速,,100,0,167,O,O,X,X,X,X,X,X,X
ミュウ,186,最速,,100,0,167,X,X,X,X,X,X,X,X,X
パルキア(通常),538,最速,,100,0,167,X,X,X,X,X,X,X,X,X
キュウコン(原種),43,最速,,100,0,167,X,X,X,X,X,O,X,O,O
ドククラゲ,86,最速,,100,0,167,X,X,X,X,X,O,X,O,O
フライゴン,373,最速,,100,0,167,X,X,X,X,X,O,O,X,X
エテボース,472,準速,,115,0,167,X,X,X,X,X,O,X,O,O
シェイミ(ランドフォルム),549,最速,,100,0,167,X,X,X,X,X,O,O,X,X
チラチーノ,641,準速,,115,0,167,X,X,X,X,X,O,O,X,X
キュワワー,863,最速,,100,0,167,X,X,X,X,X,O,X,X,X
ブロスター,773,準速,スカーフ,59,0,166,O,O,O,O,X,X,X,X,X
テブリム,961,最速,スカーフ,49,0,166,O,O,O,O,X,X,X,X,O
アチゲータ,1025,最速,スカーフ,49,0,166,O,O,O,O,X,X,X,X,X
キチキギス,1143,最速,,99,0,166,O,X,X,X,X,O,X,X,O
メタモン,164,最速,スカーフ,48,0,165,O,O,O,O,X,X,X,X,X
バスラオ(あかすじ),610,最速,,98,0,165,O,O,O,O,X,X,X,X,O
バスラオ(あおすじ),609,最速,,98,0,165,O,O,O,O,X,X,X,X,O
バスラオ(しろすじ),611,最速,,98,0,165,O,X,X,X,X,X,X,X,O
ジヘッド,704,準速,スカーフ,58,0,165,O,O,O,O,X,X,X,X,X
サザンドラ,705,最速,,98,0,165,O,O,O,O,X,X,X,X,X
カヌチャン,1077,準速,スカーフ,58,0,165,O,O,O,O,X,X,X,X,X
カメール,7,準速,スカーフ,58,0,165,X,X,X,X,X,O,O,X,X
アリゲイツ,195,準速,スカーフ,58,0,165,X,X,X,X,X,O,O,X,X
ズガイドス,454,準速,スカーフ,58,0,165,X,X,X,X,X,O,O,X,X
ラムパルド,455,準速,スカーフ,58,0,165,X,X,X,X,X,O,O,X,X
ジャローダ,554,準速,,113,0,165,X,X,X,X,X,O,O,X,X
ズルッグ,624,最速,スカーフ,48,0,165,X,X,X,X,X,O,X,X,X
ズルズキン,625,準速,スカーフ,58,0,165,X,X,X,X,X,O,X,X,X
スワンナ,649,最速,,98,0,165,X,X,X,X,X,O,X,O,O
ヒマナッツ,227,準速,ようりょくそ,30,2,164,O,O,O,O,X,X,X,X,X
キマワリ,228,準速,ようりょくそ,30,2,164,O,O,O,O,X,X,X,X,X
チュリネ,606,準速,ようりょくそ,30,2,164,O,O,O,O,X,X,X,X,O
ルガルガン(まひるのすがた),841,準速,,112,0,164,O,O,O,O,X,X,X,X,O
ナゾノクサ,49,準速,ようりょくそ,30,2,164,X,X,X,X,X,O,O,X,X
