実数値,育て方,種族値,ポケモン,特性,アイコンID,ランク,D,C,A,B,イーブイ,DLC,IV,EV,性格,アイコン名
172,準速,63,マケンカニ,,1ZtucUGMDtfykNVlqZkVcW7pXrHNObUpw,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_739
171,準速,119,エースバーン,,1dwDWl_MIVrkTEpGuYjWTYh0KMUUDNn3I,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_815
171,準速,119,トドロクツキ,,19F9jowiU9vlT87AL0nIHqP0yqqzSJ_Nj,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_1005
171,最速,104,マフォクシー,,1qpBsOXJjddqEQkO78JmK1J48p0b4EAZ-,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_655
171,最速,104,テツノイサハ,,1mBQn924aMcrgtpNAObECEp2o9JaMbz8O,0,X,X,X,X,X,X,31,252,1.1,Pokémon-Icon_1010
171,準速,62,ヤヤコマ,,1fDrKKlhJuDUHUcsjBgW_D0ouGerCP9at,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_661
171,準速,62,アママイコ,,1jclvqfXa24w0XiX8gumEJfKtqPXu3apS,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_762
171,準速,62,セゴール,,1elAbNLB0J3XfJBw3upoXwGYYIbABvvn6,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_997
171,最速,52,フクスロー,,1sZkWnbDdG70jOnhCQB1NmG1cO1ST0ImI,1,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_723
171,最速,52,フラエッテ,,1Fq8Xeqa3zsMnRpoKprv9vaP0nDNCu0-W,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_670
171,最速,52,メェークル,,1r4mPaRl6POlAz6n2MPF6t2hdW3O68mNT,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_672
171,最速,104,ニャオニクス(オスのすがた),,1aH2DwaGq8uK89oiWpqdJB-czJdY3VFLt,0,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_678
171,最速,104,ニャオニクス(メスのすがた),,19Omeh2ADKWeNTXLLCazAVb1rGgI-gzrO,0,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_678a
170,無振り,150,マルマイン(ヒスイのすがた),,1_rPTatsFWNWT2SCUdol7GpXyr_N6OEH6,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_101a
#N/A,無振り,#N/A,マルマイン,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
170,準速,118,ルチャブル,,19Xf-L-x6OwoTJ3hQrwFOioVs9Dn6I4qM,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_701
170,無振り,65,アメタマ,すいすい,1uHj0UkMod3m29PSlMQH1HR3lEirrmtkb,2,O,O,O,O,X,X,31,0,1,Pokémon-Icon_283
169,準速,117,エンニュート,,1ahxD652B5gib0u2Bj_V4VBXOsqvV4fhD,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_758
169,最速,102,ガブリアス,,1WZ6vRUmBvFO8H8hAD9Pe4LxHxncVup_8,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_445
169,最速,102,ドロンチ,,1-JCKhIcy8s_PP5aYLtSi_0Qklvi628JV,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_886
169,準速,61,バンギラス,,18qcMGHhazNpN-s7UCSqDoCuE2KdaYbAl,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_248
169,最速,51,オラチフ,,1g_Ork1qR2GcYyfq1W03w-XFDeE8nLTjK,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_942
169,最速,51,トロピウス,,1ruCFQcoEjRoAGzjuSAdexI-N0IAy1heO,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_357
169,最速,51,サナギラス,,1ZbXuPIP6W341-VApZ4QGDd7tbVjIoAq7,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_247
168,無振り,148,ザシアン(けんのおう),,10h1Cjyc8oZwuWdXCUOjgFNdvp8dePrYd,0,X,X,X,X,X,X,31,0,1,Pokémon-Icon_888
168,準速,116,テツノブジン,,1rtj-Ww9cxECAR0kdwoZ43byUd3lx1SOB,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_1006
168,最速,101,ボルトロス(れいじゅうフォルム),,1DKlTHW_xKAkpMdEHbAxxdSsIARKpuJ0N,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_642a
168,最速,101,ランドロス(けしんフォルム),,1lnjAP_1iGm_kuA0BWEkwK864yrnJe7OX,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_645
168,最速,101,デデンネ,,1Dkp-AZGw4clu3nfHM-ckVV7LPIUS_nvj,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_702
168,最速,101,スナノケガワ,,1o6MVvN-2IEiZTsvCm9pwv1qw4wVvnG68,0,O,O,O,X,X,X,31,252,1.1,Pokémon-Icon_989
168,準速,60,フタチマル,,1b13Gmkl72AzlHmqh2LlXoCJVE5yoZhxb,1,O,X,X,X,X,X,31,252,1,Pokémon-Icon_502
168,準速,60,フォッコ,,1u3vx_gGEoSLBmclgxwGImk-WtjV4Ro9I,1,O,X,X,X,X,X,31,252,1,Pokémon-Icon_653
168,準速,60,ヌメルゴン(ヒスイのすがた),,1Exgl_T5Gx2L-6TnVfiDMxQoX2d1KF95S,1,O,X,X,X,X,X,31,252,1,Pokémon-Icon_706a
168,準速,60,ジュナイパー(ヒスイのすがた),,1-4wzakPMfRac-72absT8UdFCP4LXMLtz,1,O,X,X,X,X,X,31,252,1,Pokémon-Icon_724a
168,準速,60,パモ,,1yMNlGqlErP4QoTWJLzFIvStLRkz4IIZa,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_921
168,準速,60,ピチュー,,15hHNX6Cg0r4tW7ew_MTSsaaJLYR4sEuX,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_172
168,準速,60,イワンコ,,17nYK4YWoKckh4YKZHD4Jt2FVpLSTl-BD,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_744
168,準速,60,ルクシオ,,1rjwMXmQeor3m-qJ-npPmzJKL9rBStAfC,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_404
168,準速,60,ムックル,,1ZNf_KHt5P_Rg1iCcU9r086pg9wkpfdu4,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_396
168,準速,60,バネブー,,1JsBd86ZOcxz29sGSMOZssD7ohz4xfr_o,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_325
168,準速,60,アサナン,,1YE-RfqdJwjKNzQkppkolxVqVETenqlTB,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_307
168,準速,60,リオル,,1ASrXiiHjSjAQO6yce9BMGdE1Jyzk7n53,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_447
168,準速,60,ドジョッチ,,1x4c04hjQ2wkaDjoTwrkhgyljSnBwiUV-,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_339
168,準速,60,ナマズン,,1zVNS8UPNVrt9so8KXD7xNVPCSZm50U2h,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_340
#N/A,準速,#N/A,ヌメイル,,#N/A,1,#N/A,,,,,X,31,252,1,#N/A
168,準速,60,ニンフィア,,1ffUHuKdCW2fXNrCgeBU026dVHwk4Um9r,1,O,O,O,O,O,X,31,252,1,Pokémon-Icon_700
168,準速,60,リキキリン,,1CgiOFiPB7E7YSgd953Cs4njYf6TJLcuO,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_981
168,準速,60,ジバコイル,,1MHy9DRbfETgRrcbUz6_Q8Q4odL4f4K8E,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_462
#N/A,準速,#N/A,ガーディ,,#N/A,1,#N/A,,,,,X,31,252,1,#N/A
168,準速,60,アノクサ,,1piKiHL1VKJ_SOhKdcLazlnAe7O6lrqpo,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_946
168,準速,60,メラルバ,,1YZGZVfbpopp9wOLQPxfngHkgrowLDeZF,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_636
168,準速,60,オーロンゲ,,1SmQL_GvmczOfd6gtBgsDw1RKcn5htcvf,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_861
168,準速,60,キラーメ,,1Se7GwfJFRe0nDDV2y3AGuKZeeNdJ8jeZ,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_969
168,準速,60,ヤレユータン,,1HaSNEtfxOQKJrgDydYd_Cwf3eN-JSQ9S,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_765
168,準速,60,シビシラス,,1yyUmafVOV_jbXON5fKWNu211Pp0WhsYI,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_602
168,準速,60,ユキノオー,,1nvW6sIf5aBOMELxOrBP2oC32I6NC5-eE,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_460
168,準速,60,ワシボン,,1AO51tp3tZvy6u7z5VO0odyh7yQ20dst-,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_627
168,準速,60,コマタナ,,1cBBzisCJBUrA-eW4J7SqwXkFtdX-kaM0,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_624
168,最速,50,ベトベトン(アローラのすがた),,15Us6gAabLboV5GDd5coU3PfF-HccFKTe,1,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_089a
168,最速,50,メレシー,,1uNv4I7kbZv01rPCZ4hOa21acQHv4I7fI,1,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_703
168,最速,50,ディアンシー,,1FRNckRVIhDVaeC-uPJJRwptaTRUiBWYq,1,X,X,X,X,X,X,31,252,1.1,Pokémon-Icon_719
168,最速,50,ニャイキング,,1ZIVY35-7jSN_ZDLW7DR55GzH4XB1VwRE,1,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_863
168,最速,50,ガチグマ,,1s0F2UxuMYy18Om_zKfc8ibJv0M0hlmpC,1,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_901
168,最速,50,クワッス,,1spOn_57WGCJRISqgMiCW5vm_mK17JsPG,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_912
168,最速,50,ハネッコ,,1cKOMMuY0OFcduFuW5egOd5aTTna_ynPH,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_187
168,最速,50,ラッキー,,1GRTbYglHCNho5rwxSJwa6yFTld5lK0l3,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_113
168,最速,50,マリルリ,,136nJ0QbeUzvD3JTuLqO78VI7WaRTSbuF,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_184
168,最速,50,キルリア,,1xYxyGrVCl7d9ymk0cYnpHq4RMx7HYIiA,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_281
168,最速,50,トロッゴン,,1XAOHIipfEoYKsYL7Koon9o5Q6bmcm-FD,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_838
168,最速,50,ハリテヤマ,,1YLyT4EU9Od4NEqb6O6Gc9DLn2OTMnfJv,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_297
168,最速,50,ドンファン,,1gYL_6BIC0qtwbgvcjqoFQDGRNcj3UDlM,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_232
168,最速,50,グレッグル,,1ZnECgV7lb8VDSeapcfCCL1NG8Xjwg0fu,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_453
#N/A,最速,#N/A,ベトベトン,,#N/A,1,#N/A,,,,,X,31,252,1.1,#N/A
168,最速,50,チルット,,1f3vXmRLXpl7hGllO3fTF-r9cPWqy7_MT,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_333
168,最速,50,ヤバチャ,,1mkpW82_YkzbpHuFH57YDVP_47-qUwdeI,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_854
168,最速,50,カプサイジ,,1Wf1970WyHjQ8UL76tPB8xCCkRFfjlZPS,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_951
168,最速,50,タツベイ,,1Viuzng5Cot3cSEGncRDSy7zpzT2rq7ZP,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_371
168,最速,50,コモルー,,1UYOxw7H0gFlQSzaK0S4h97mbvdxRm6oX,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_372
168,最速,50,ベロバー,,1QA3At6-yDtM4doRcWbOZxkaFIgtDZNuC,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_859
168,最速,50,ヤミラミ,,1KlpDjyzQWAX0H50dGJSIoLzAoAvaY2-m,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_302
168,最速,50,コオリッポ(アイスフェイス),,1bqlVkC9VzvSoQ-2pJyVLb0Y9x2Xy2O61,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_875
168,最速,50,シビルドン,,1py6GX4qzqLQktnQBsgScVtvFfNHbdakP,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_604
168,最速,50,ミニリュウ,,1KLJC4sFEb9Vx7bJUim8bn9Fst63hee9t,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_147
168,最速,50,ツンベアー,,1sQVTo68onELyK7Sq6s5oklUR5S5qm9aC,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_614
168,最速,50,ユキワラシ,,17rd_jg97QnEOZhq5G3aVcdvgmULJTReU,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_361
168,最速,50,ドドゲザン,,1ugeV0Llz0nnO5FLjYJoZ45dzaYS4F9tC,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_983
168,最速,50,テツノカイナ,,1UwmD9vxui58XkmLv5VV6n1zxmFx-xQQn,1,O,O,O,X,X,X,31,252,1.1,Pokémon-Icon_992
168,最速,50,メタング,,1JCyDFQckc8igJ4B9z8Gua64_5k4qRext,1,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_375
168,最速,50,ウリムー,,1h1rCDCEM6F42VjgO7Rb0ruRDyl8oDfML,1,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_220
168,最速,50,イノムー,,1ITH4FIcNyRZcDoI2Omh3G21qA0UYB6jK,1,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_221
168,準速,116,エルフーン,,1ghRexwCvFS7tpp90SqdFDZrwezs6EBFR,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_547
168,準速,116,ゼブライカ,,14yIhHM8Swx9h0ABV4045g4mEJMIW_DkK,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_523
167,準速,115,ペルシアン(アローラのすがた),,1MykV45zD1y5qPELZSOh28uDFu9UE0syZ,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_053a
167,準速,115,ニューラ(ヒスイのすがた),,1pCM_lrghGQuY79mI5m1RVk8K_6qBpaOK,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_215a
167,準速,115,アグノム,,1Sf0EkKHy6x2IxZhr_DdeTimDzkMXoH0U,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_482
167,準速,115,フローゼル,,1ziwICzWn1FQBgKHtEF1SDnF6HPY639fE,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_419
#N/A,準速,#N/A,ペルシアン,,#N/A,0,#N/A,,,,,X,31,252,1,#N/A
#N/A,準速,#N/A,ニューラ,,#N/A,0,#N/A,,,,,X,31,252,1,#N/A
167,最速,100,リザードン,,1lCRSMYbDEevzu4QUg3AciYaw8eFeXhvV,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_006
167,最速,100,ビリリダマ(ヒスイのすがた),,1BuskrBDNV0qmJ8I0TaruDA91VkZpNLq1,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_100a
167,最速,100,サンダー(ガラルのすがた),,1mT7rHF0QLDWjEopeo9A3GadKB84tMX53,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_145a
#N/A,最速,#N/A,サンダー,,#N/A,0,#N/A,,,,,X,31,252,1.1,#N/A
167,最速,100,ミュウ,,1XWiH5_02syzbp8TbDtsdMwrezUmoFSZQ,0,X,X,X,X,X,X,31,252,1.1,Pokémon-Icon_151
#N/A,最速,#N/A,バクフーン,,#N/A,0,#N/A,,,,,X,31,252,1.1,#N/A
#N/A,最速,#N/A,パルキア,,#N/A,0,#N/A,,,,,X,31,252,1.1,#N/A
167,最速,100,ケッキング,,1txwXVb6kUAAW9O_uiwl_4fOY4KlFdTvY,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_289
167,最速,100,ムクホーク,,1CtboBrc9wPLwghkViw4c_2-n-T-8BdvA,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_398
#N/A,最速,#N/A,ビリリダマ,,#N/A,0,#N/A,,,,,X,31,252,1.1,#N/A
167,最速,100,ケンタロス(パルデアのすがた単),,1sMsYQzTVAVStFRvxhpk3Ku-URS9rLalw,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_128a
167,最速,100,ケンタロス(パルデアのすがた炎),,185By0Ypt2JUMPZ51CpQTZBBYsGtsa6aI,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_128b
167,最速,100,ケンタロス(パルデアのすがた水),,1WfL7RZDAIS2-29aVpYRMgAqykcc673ky,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_128c
167,最速,100,リククラゲ,,1IOLLigTuCy_NlF3qqoqw0S_gYboupRU-,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_949
167,最速,100,ウルガモス,,1KEGO1RXmRg2rA9VwvwzJXhbKmmH9ihP2,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_637
167,最速,100,ボーマンダ,,16t2LzHEKja7bved6yeo2L_INIKNM5vHX,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_373
167,最速,100,イルカマン(ナイーブフォルム),,1YPyfhLF9Bm4Sd3JupgJPFm73G153Z1_Q,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_964
167,最速,100,イルカマン(マイティフォルム),,1IKWyz-9F5B0YaL85MNJ5fjTApzru7GqQ,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_964a
167,最速,100,イーユイ,,1V3OCc4rpl7XEmE6cox9sOS35VyWOAMbk,0,O,O,X,X,X,X,31,252,1.1,Pokémon-Icon_1004
#N/A,最速,#N/A,キュウコン,,#N/A,0,X,X,X,X,X,O,31,252,1.1,#N/A
167,最速,100,フライゴン,,1AwZwKCzbge5PpmSME-fBTIYBWA5FMonE,0,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_330
167,準速,115,チラチーノ,,1MbiTW47IxUh62vVEQQJ8NlBIf2Ua1zK8,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_573
167,準速,115,エテボース,,1sCoMlbUXL-lIWxP86SGNGB8y8ATsHu8w,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_424
166,準速,59,ブロスター,,1B2LALayiw6Zzu3m33TIA3yHcdMB5Qq8b,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_693
166,最速,49,アチゲータ,,1opP_ijLzYCtetszbIaLDmINljxN_7h9I,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_910
166,最速,49,テブリム,,1Zb69doMhNZwwIlB8Q4CSpST820Btjdft,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_857
165,最速,98,バスラオ(しろすじ),,1BTRtQhZz84Se_lL8ww2-LGHD1sHm92fn,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_550b
165,最速,98,バスラオ(あかすじ),,1wfVmwXl7Ct33lbpcGoF_5tmv2E6gtAfx,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_550
165,最速,98,バスラオ(あおすじ),,1R4CRKxPYemO9p5yPemOA1ss2P2EoWVcR,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_550a
165,最速,98,サザンドラ,,1iR7aIYtfybFVDbG7g1NFESKxvJBMeSYY,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_635
165,準速,58,カヌチャン,,1cvpKYGH8zJI5xKJmtdm-LZYu9x4Vg-7j,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_957
165,準速,58,ジヘッド,,1ynT0f2beNLTeihKD-8UafQ93Dnz-vqAT,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_634
165,最速,48,メタモン,,1_ctejA9EKwKfCJM849G1HtUjg-8COkCR,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_132
164,準速,112,ルガルガン(まひるのすがた),,1rgxUnI76--3kCfRG_pSCN7gbt50IjZKk,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_745
164,準速,30,ヒマナッツ,ようりょくそ,1ne1-_E5Oie3gubXCyQvVrg9QoPK4wo7R,2,O,O,O,O,X,X,31,252,1,Pokémon-Icon_191
164,準速,30,キマワリ,ようりょくそ,1czOLDGFBxm_LJCCvCYs3C2KQ2m1dUAju,2,O,O,O,O,X,X,31,252,1,Pokémon-Icon_192
164,準速,30,チュリネ,ようりょくそ,187dOTvpKa8LVch2G7WLMMaQIYRQOGAXi,2,O,O,O,O,X,X,31,252,1,Pokémon-Icon_548
163,準速,111,トルネロス(けしんフォルム),,1vgk5r3d9Oil8OMl5sES_V4X6gqzLUdWJ,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_641
163,準速,111,ボルトロス(けしんフォルム),,1uPx1ukRwWU1_9-dNfurGkh-plQCPTRST,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_642
163,準速,111,イッカネズミ(3びきかぞく),,1cvKu6M1Qutmhq15mPzIl3wfAgMfxYrGR,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_925
163,準速,111,イッカネズミ(4ひきかぞく),,1s9sEvmZzi7Piz57vwt-RUOQm14wtjM4R,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_925a
163,準速,111,サケブシッポ,,14XkoZPxiN1QxPkgtp8UatUtCZq4clnsg,0,O,O,O,X,X,X,31,252,1,Pokémon-Icon_985
163,最速,97,ゲコガシラ,,1D5Ddb8YBdu5p6K3naqXdoljZQQbYyhCj,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_657
163,最速,97,ウーラオス(れんげきのかた),,1wkLMwLux20_rd8bx8Ye5JuGDhyj3Qijo,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_892a
163,最速,97,ウーラオス(いちげきのかた),,1wkLMwLux20_rd8bx8Ye5JuGDhyj3Qijo,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_892
163,最速,97,オノノクス,,1nHUF93fbs5cz3ynI18sHkgNb702MTViJ,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_612
163,最速,97,ラブカス,,1j71Mp9WDZWzo2aWLgbee4Tbc_dgHcXFA,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_370
163,準速,57,ハリボーグ,,1tou42NznSpREbNR3wdYRlHehUmY7d231,1,O,X,X,X,X,X,31,252,1,Pokémon-Icon_651
163,準速,57,ココガラ,,1y8EtNbjLxtib7eBZjtc7vwMAWkmROPir,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_821
163,準速,57,キバゴ,,1F9tcb3t-lZiM9kI2Rbp6S_hWjEVICDVY,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_610
162,無振り,142,ドラパルト,,1gDDB3qD8gSa3pKqeJ_8Sg1cb3ylrYPON,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_887
162,準速,110,ライチュウ(アローラのすがた),,1QSJTjBbWHc_4lewKzO0USv9Zq0KnL5tB,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_026a
162,準速,110,ダグトリオ(アローラのすがた),,1U7FVj9uo-esM_tquBIiSTfvOiYYGaE9K,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_051a
162,準速,110,ゾロアーク(ヒスイのすがた),,1WiFBaKHehtTv-lu-GsklqFlV1c9N7Kbw,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_571a
162,準速,110,ワタッコ,,1vSnBPxmfYUoP_5vqk4eQzNNTYy-8QFD8,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_189
162,準速,110,ゲンガー,,1t4eQ-nHU_wlcu6S7iI4sq8Fn1R1z7FRW,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_094
#N/A,準速,#N/A,ライチュウ,,#N/A,0,#N/A,,,,,X,31,252,1,#N/A
162,準速,110,ルガルガン(たそがれのすがた),,1t6yql2JC3fhbdkFnuG_4Nv91qsC7pp0H,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_745a
162,準速,110,エーフィ,,1V23N5p0FV_tpvd9po84wBemZ5lLScWk6,0,O,O,O,O,O,X,31,252,1,Pokémon-Icon_196
162,準速,110,タギングル,,1g1M1ZqVZ2rfS-PN60HPNE6RpV-rNyt5F,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_945
#N/A,準速,#N/A,ケンタロス,,#N/A,0,#N/A,,,,,X,31,252,1,#N/A
162,準速,110,ユキメノコ,,15ioprpkWakmn9Pa6wrF2c00ob6Zmh5K3,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_478
162,準速,110,テツノドクガ,,1arivP4ie7WbaD6sBQe7ExW0pApO3u1Wz,0,O,O,O,X,X,X,31,252,1,Pokémon-Icon_994
162,最速,96,ミミッキュ,,1Rrc_m3QzBrhF6fC8pl_PF-ZwvhkXYihE,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_778
162,最速,47,カバルドン,,1qJy2Tt9-a2v2udiIFz6-GRJHstsWglr4,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_450
162,最速,47,ブロロン,,1Nb4VZR_MDw-qaq2pLZOyADljadFlYFz0,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_965
161,準速,109,ウネルミナモ,,15YkSIg_vCvj_a4vwrw_QBs2DtwnB-q-C,0,X,X,X,X,X,X,31,252,1,Pokémon-Icon_1009
161,最速,95,フリーザー(ガラルのすがた),,1oVNPPlG-qPovcshLHc8iWb4TbCdhiUER,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_144a
161,最速,95,バクフーン(ヒスイのすがた),,1mEcMdAOygEJoJTINpoNIqFNajNhdCuQb,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_157a
161,最速,95,レックウザ,,1_eh44mX8Mj8a2zazrbj1sRPmVRKQfIyW,0,X,X,X,X,X,X,31,252,1.1,Pokémon-Icon_384
161,最速,95,ユクシー,,1UcAwOWp6Vs0WxSCk7yoBFlYCrqsQE50g,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_480
161,最速,95,ヘルガー,,1nl5q0l-h-1JpBnt6mx9hTvayh4L7cylQ,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_229
161,最速,95,ゴースト,,1Td8HGFIFouHkkDv3j_px7Cu0lSV0AN9i,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_093
161,最速,95,バウッツェル,,1re38LK7PuJ5t6AR9jO0BwzTDRfoGkc5G,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_927
#N/A,最速,#N/A,ディグダ,,#N/A,0,#N/A,,,,,X,31,252,1.1,#N/A
161,最速,95,オコリザル,,1cKs4t9s_BBxZv1gZyUSbH1TXUHwaYueP,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_057
